,tile,el_i_in_tile,el,config
0,0,0,6612,186
1,0,1,6832,186
2,0,2,7052,186
3,0,3,7272,186
4,0,4,6613,186
5,0,5,6833,186
6,0,6,7053,186
7,0,7,7273,186
8,0,8,6614,186
9,0,9,6834,186
10,0,10,7054,186
11,0,11,7274,186
12,0,12,6615,186
13,0,13,6835,186
14,0,14,7055,186
15,0,15,7275,186
16,1,0,6636,186
17,1,1,6856,186
18,1,2,7076,186
19,1,3,7296,186
20,1,4,6637,186
21,1,5,6857,186
22,1,6,7077,186
23,1,7,7297,186
24,1,8,6638,186
25,1,9,6858,186
26,1,10,7078,186
27,1,11,7298,186
28,1,12,6639,186
29,1,13,6859,186
30,1,14,7079,186
31,1,15,7299,186
32,2,0,6660,186
33,2,1,6880,186
34,2,2,7100,186
35,2,3,7320,186
36,2,4,6661,186
37,2,5,6881,186
38,2,6,7101,186
39,2,7,7321,186
40,2,8,6662,186
41,2,9,6882,186
42,2,10,7102,186
43,2,11,7322,186
44,2,12,6663,186
45,2,13,6883,186
46,2,14,7103,186
47,2,15,7323,186
48,3,0,6684,186
49,3,1,6904,186
50,3,2,7124,186
51,3,3,7344,186
52,3,4,6685,186
53,3,5,6905,186
54,3,6,7125,186
55,3,7,7345,186
56,3,8,6686,186
57,3,9,6906,186
58,3,10,7126,186
59,3,11,7346,186
60,3,12,6687,186
61,3,13,6907,186
62,3,14,7127,186
63,3,15,7347,186
64,4,0,6708,186
65,4,1,6928,186
66,4,2,7148,186
67,4,3,7368,186
68,4,4,6709,186
69,4,5,6929,186
70,4,6,7149,186
71,4,7,7369,186
72,4,8,6710,186
73,4,9,6930,186
74,4,10,7150,186
75,4,11,7370,186
76,4,12,6711,186
77,4,13,6931,186
78,4,14,7151,186
79,4,15,7371,186
80,5,0,6732,186
81,5,1,6952,186
82,5,2,7172,186
83,5,3,7392,186
84,5,4,6733,186
85,5,5,6953,186
86,5,6,7173,186
87,5,7,7393,186
88,5,8,6734,186
89,5,9,6954,186
90,5,10,7174,186
91,5,11,7394,186
92,5,12,6735,186
93,5,13,6955,186
94,5,14,7175,186
95,5,15,7395,186
96,6,0,6756,186
97,6,1,6976,186
98,6,2,7196,186
99,6,3,7416,186
100,6,4,6757,186
101,6,5,6977,186
102,6,6,7197,186
103,6,7,7417,186
104,6,8,6758,186
105,6,9,6978,186
106,6,10,7198,186
107,6,11,7418,186
108,6,12,6759,186
109,6,13,6979,186
110,6,14,7199,186
111,6,15,7419,186
112,7,0,6780,186
113,7,1,7000,186
114,7,2,7220,186
115,7,3,7440,186
116,7,4,6781,186
117,7,5,7001,186
118,7,6,7221,186
119,7,7,7441,186
120,7,8,6782,186
121,7,9,7002,186
122,7,10,7222,186
123,7,11,7442,186
124,7,12,6783,186
125,7,13,7003,186
126,7,14,7223,186
127,7,15,7443,186
128,8,0,6804,186
129,8,1,7024,186
130,8,2,7244,186
131,8,3,7464,186
132,8,4,6805,186
133,8,5,7025,186
134,8,6,7245,186
135,8,7,7465,186
136,8,8,6806,186
137,8,9,7026,186
138,8,10,7246,186
139,8,11,7466,186
140,8,12,6807,186
141,8,13,7027,186
142,8,14,7247,186
143,8,15,7467,186
144,9,0,15412,186
145,9,1,15632,186
146,9,2,15852,186
147,9,3,16072,186
148,9,4,15413,186
149,9,5,15633,186
150,9,6,15853,186
151,9,7,16073,186
152,9,8,15414,186
153,9,9,15634,186
154,9,10,15854,186
155,9,11,16074,186
156,9,12,15415,186
157,9,13,15635,186
158,9,14,15855,186
159,9,15,16075,186
160,10,0,15436,186
161,10,1,15656,186
162,10,2,15876,186
163,10,3,16096,186
164,10,4,15437,186
165,10,5,15657,186
166,10,6,15877,186
167,10,7,16097,186
168,10,8,15438,186
169,10,9,15658,186
170,10,10,15878,186
171,10,11,16098,186
172,10,12,15439,186
173,10,13,15659,186
174,10,14,15879,186
175,10,15,16099,186
176,11,0,15460,186
177,11,1,15680,186
178,11,2,15900,186
179,11,3,16120,186
180,11,4,15461,186
181,11,5,15681,186
182,11,6,15901,186
183,11,7,16121,186
184,11,8,15462,186
185,11,9,15682,186
186,11,10,15902,186
187,11,11,16122,186
188,11,12,15463,186
189,11,13,15683,186
190,11,14,15903,186
191,11,15,16123,186
192,12,0,15484,186
193,12,1,15704,186
194,12,2,15924,186
195,12,3,16144,186
196,12,4,15485,186
197,12,5,15705,186
198,12,6,15925,186
199,12,7,16145,186
200,12,8,15486,186
201,12,9,15706,186
202,12,10,15926,186
203,12,11,16146,186
204,12,12,15487,186
205,12,13,15707,186
206,12,14,15927,186
207,12,15,16147,186
208,13,0,15508,186
209,13,1,15728,186
210,13,2,15948,186
211,13,3,16168,186
212,13,4,15509,186
213,13,5,15729,186
214,13,6,15949,186
215,13,7,16169,186
216,13,8,15510,186
217,13,9,15730,186
218,13,10,15950,186
219,13,11,16170,186
220,13,12,15511,186
221,13,13,15731,186
222,13,14,15951,186
223,13,15,16171,186
224,14,0,15532,186
225,14,1,15752,186
226,14,2,15972,186
227,14,3,16192,186
228,14,4,15533,186
229,14,5,15753,186
230,14,6,15973,186
231,14,7,16193,186
232,14,8,15534,186
233,14,9,15754,186
234,14,10,15974,186
235,14,11,16194,186
236,14,12,15535,186
237,14,13,15755,186
238,14,14,15975,186
239,14,15,16195,186
240,15,0,15556,186
241,15,1,15776,186
242,15,2,15996,186
243,15,3,16216,186
244,15,4,15557,186
245,15,5,15777,186
246,15,6,15997,186
247,15,7,16217,186
248,15,8,15558,186
249,15,9,15778,186
250,15,10,15998,186
251,15,11,16218,186
252,15,12,15559,186
253,15,13,15779,186
254,15,14,15999,186
255,15,15,16219,186
256,16,0,15580,186
257,16,1,15800,186
258,16,2,16020,186
259,16,3,16240,186
260,16,4,15581,186
261,16,5,15801,186
262,16,6,16021,186
263,16,7,16241,186
264,16,8,15582,186
265,16,9,15802,186
266,16,10,16022,186
267,16,11,16242,186
268,16,12,15583,186
269,16,13,15803,186
270,16,14,16023,186
271,16,15,16243,186
272,17,0,15604,186
273,17,1,15824,186
274,17,2,16044,186
