,tile,el_i_in_tile,el,config
0,0,0,2652,78
1,0,1,2872,78
2,0,2,3092,78
3,0,3,3312,78
4,0,4,2653,78
5,0,5,2873,78
6,0,6,3093,78
7,0,7,3313,78
8,0,8,2654,78
9,0,9,2874,78
10,0,10,3094,78
11,0,11,3314,78
12,0,12,2655,78
13,0,13,2875,78
14,0,14,3095,78
15,0,15,3315,78
16,1,0,2676,78
17,1,1,2896,78
18,1,2,3116,78
19,1,3,3336,78
20,1,4,2677,78
21,1,5,2897,78
22,1,6,3117,78
23,1,7,3337,78
24,1,8,2678,78
25,1,9,2898,78
26,1,10,3118,78
27,1,11,3338,78
28,1,12,2679,78
29,1,13,2899,78
30,1,14,3119,78
31,1,15,3339,78
32,2,0,2700,78
33,2,1,2920,78
34,2,2,3140,78
35,2,3,3360,78
36,2,4,2701,78
37,2,5,2921,78
38,2,6,3141,78
39,2,7,3361,78
40,2,8,2702,78
41,2,9,2922,78
42,2,10,3142,78
43,2,11,3362,78
44,2,12,2703,78
45,2,13,2923,78
46,2,14,3143,78
47,2,15,3363,78
48,3,0,2724,78
49,3,1,2944,78
50,3,2,3164,78
51,3,3,3384,78
52,3,4,2725,78
53,3,5,2945,78
54,3,6,3165,78
55,3,7,3385,78
56,3,8,2726,78
57,3,9,2946,78
58,3,10,3166,78
59,3,11,3386,78
60,3,12,2727,78
61,3,13,2947,78
62,3,14,3167,78
63,3,15,3387,78
64,4,0,2748,78
65,4,1,2968,78
66,4,2,3188,78
67,4,3,3408,78
68,4,4,2749,78
69,4,5,2969,78
70,4,6,3189,78
71,4,7,3409,78
72,4,8,2750,78
73,4,9,2970,78
74,4,10,3190,78
75,4,11,3410,78
76,4,12,2751,78
77,4,13,2971,78
78,4,14,3191,78
79,4,15,3411,78
80,5,0,2772,78
81,5,1,2992,78
82,5,2,3212,78
83,5,3,3432,78
84,5,4,2773,78
85,5,5,2993,78
86,5,6,3213,78
87,5,7,3433,78
88,5,8,2774,78
89,5,9,2994,78
90,5,10,3214,78
91,5,11,3434,78
92,5,12,2775,78
93,5,13,2995,78
94,5,14,3215,78
95,5,15,3435,78
96,6,0,2796,78
97,6,1,3016,78
98,6,2,3236,78
99,6,3,3456,78
100,6,4,2797,78
101,6,5,3017,78
102,6,6,3237,78
103,6,7,3457,78
104,6,8,2798,78
105,6,9,3018,78
106,6,10,3238,78
107,6,11,3458,78
108,6,12,2799,78
109,6,13,3019,78
110,6,14,3239,78
111,6,15,3459,78
112,7,0,2820,78
113,7,1,3040,78
114,7,2,3260,78
115,7,3,3480,78
116,7,4,2821,78
117,7,5,3041,78
118,7,6,3261,78
119,7,7,3481,78
120,7,8,2822,78
121,7,9,3042,78
122,7,10,3262,78
123,7,11,3482,78
124,7,12,2823,78
125,7,13,3043,78
126,7,14,3263,78
127,7,15,3483,78
128,8,0,2844,78
129,8,1,3064,78
130,8,2,3284,78
131,8,3,3504,78
132,8,4,2845,78
133,8,5,3065,78
134,8,6,3285,78
135,8,7,3505,78
136,8,8,2846,78
137,8,9,3066,78
138,8,10,3286,78
139,8,11,3506,78
140,8,12,2847,78
141,8,13,3067,78
142,8,14,3287,78
143,8,15,3507,78
144,9,0,11452,78
145,9,1,11672,78
146,9,2,11892,78
147,9,3,12112,78
148,9,4,11453,78
149,9,5,11673,78
150,9,6,11893,78
151,9,7,12113,78
152,9,8,11454,78
153,9,9,11674,78
154,9,10,11894,78
155,9,11,12114,78
156,9,12,11455,78
157,9,13,11675,78
158,9,14,11895,78
159,9,15,12115,78
160,10,0,11476,78
161,10,1,11696,78
162,10,2,11916,78
163,10,3,12136,78
164,10,4,11477,78
165,10,5,11697,78
166,10,6,11917,78
167,10,7,12137,78
168,10,8,11478,78
169,10,9,11698,78
170,10,10,11918,78
171,10,11,12138,78
172,10,12,11479,78
173,10,13,11699,78
174,10,14,11919,78
175,10,15,12139,78
176,11,0,11500,78
177,11,1,11720,78
178,11,2,11940,78
179,11,3,12160,78
180,11,4,11501,78
181,11,5,11721,78
182,11,6,11941,78
183,11,7,12161,78
184,11,8,11502,78
185,11,9,11722,78
186,11,10,11942,78
187,11,11,12162,78
188,11,12,11503,78
189,11,13,11723,78
190,11,14,11943,78
191,11,15,12163,78
192,12,0,11524,78
193,12,1,11744,78
194,12,2,11964,78
195,12,3,12184,78
196,12,4,11525,78
197,12,5,11745,78
198,12,6,11965,78
199,12,7,12185,78
200,12,8,11526,78
201,12,9,11746,78
202,12,10,11966,78
203,12,11,12186,78
204,12,12,11527,78
205,12,13,11747,78
206,12,14,11967,78
207,12,15,12187,78
208,13,0,11548,78
209,13,1,11768,78
210,13,2,11988,78
211,13,3,12208,78
212,13,4,11549,78
213,13,5,11769,78
214,13,6,11989,78
215,13,7,12209,78
216,13,8,11550,78
217,13,9,11770,78
218,13,10,11990,78
219,13,11,12210,78
220,13,12,11551,78
221,13,13,11771,78
222,13,14,11991,78
223,13,15,12211,78
224,14,0,11572,78
225,14,1,11792,78
226,14,2,12012,78
227,14,3,12232,78
228,14,4,11573,78
229,14,5,11793,78
230,14,6,12013,78
231,14,7,12233,78
232,14,8,11574,78
233,14,9,11794,78
234,14,10,12014,78
235,14,11,12234,78
236,14,12,11575,78
237,14,13,11795,78
238,14,14,12015,78
239,14,15,12235,78
240,15,0,11596,78
241,15,1,11816,78
242,15,2,12036,78
243,15,3,12256,78
244,15,4,11597,78
245,15,5,11817,78
246,15,6,12037,78
247,15,7,12257,78
248,15,8,11598,78
249,15,9,11818,78
250,15,10,12038,78
251,15,11,12258,78
252,15,12,11599,78
253,15,13,11819,78
254,15,14,12039,78
255,15,15,12259,78
256,16,0,11620,78
257,16,1,11840,78
258,16,2,12060,78
259,16,3,12280,78
260,16,4,11621,78
261,16,5,11841,78
262,16,6,12061,78
263,16,7,12281,78
264,16,8,11622,78
265,16,9,11842,78
266,16,10,12062,78
267,16,11,12282,78
268,16,12,11623,78
269,16,13,11843,78
270,16,14,12063,78
271,16,15,12283,78
272,17,0,11644,78
273,17,1,11864,78
274,17,2,12084,78
275,17,3,12304,78
276,17,4,11645,78
277,17,5,11865,78
278,17,6,12085,78
279,17,7,12305,78
280,17,8,11646,78
281,17,9,11866,78
282,17,10,12086,78
283,17,11,12306,78
284,17,12,11647,78
285,17,13,11867,78
286,17,14,12087,78
287,17,15,12307,78
288,18,0,20252,78
289,18,1,20472,78
290,18,2,20692,78
291,18,3,20912,78
292,18,4,20253,78
293,18,5,20473,78
294,18,6,20693,78
295,18,7,20913,78
296,18,8,20254,78
297,18,9,20474,78
298,18,10,20694,78
299,18,11,20914,78
300,18,12,20255,78
301,18,13,20475,78
302,18,14,20695,78
303,18,15,20915,78
304,19,0,20276,78
305,19,1,20496,78
306,19,2,20716,78
307,19,3,20936,78
308,19,4,20277,78
309,19,5,20497,78
310,19,6,20717,78
311,19,7,20937,78
312,19,8,20278,78
313,19,9,20498,78
314,19,10,20718,78
315,19,11,20938,78
316,19,12,20279,78
317,19,13,20499,78
318,19,14,20719,78
319,19,15,20939,78
320,20,0,20300,78
321,20,1,20520,78
322,20,2,20740,78
323,20,3,20960,78
324,20,4,20301,78
325,20,5,20521,78
326,20,6,20741,78
327,20,7,20961,78
328,20,8,20302,78
329,20,9,20522,78
330,20,10,20742,78
331,20,11,20962,78
332,20,12,20303,78
333,20,13,20523,78
334,20,14,20743,78
335,20,15,20963,78
336,21,0,20324,78
337,21,1,20544,78
338,21,2,20764,78
339,21,3,20984,78
340,21,4,20325,78
341,21,5,20545,78
342,21,6,20765,78
343,21,7,20985,78
344,21,8,20326,78
345,21,9,20546,78
346,21,10,20766,78
347,21,11,20986,78
348,21,12,20327,78
349,21,13,20547,78
350,21,14,20767,78
351,21,15,20987,78
352,22,0,20348,78
353,22,1,20568,78
354,22,2,20788,78
355,22,3,21008,78
356,22,4,20349,78
357,22,5,20569,78
358,22,6,20789,78
359,22,7,21009,78
360,22,8,20350,78
361,22,9,20570,78
362,22,10,20790,78
363,22,11,21010,78
364,22,12,20351,78
365,22,13,20571,78
366,22,14,20791,78
367,22,15,21011,78
368,23,0,20372,78
369,23,1,20592,78
370,23,2,20812,78
371,23,3,21032,78
372,23,4,20373,78
373,23,5,20593,78
374,23,6,20813,78
375,23,7,21033,78
376,23,8,20374,78
377,23,9,20594,78
378,23,10,20814,78
379,23,11,21034,78
380,23,12,20375,78
381,23,13,20595,78
382,23,14,20815,78
383,23,15,21035,78
384,24,0,20396,78
385,24,1,20616,78
386,24,2,20836,78
387,24,3,21056,78
388,24,4,20397,78
389,24,5,20617,78
390,24,6,20837,78
391,24,7,21057,78
392,24,8,20398,78
393,24,9,20618,78
394,24,10,20838,78
395,24,11,21058,78
396,24,12,20399,78
397,24,13,20619,78
398,24,14,20839,78
399,24,15,21059,78
400,25,0,20420,78
401,25,1,20640,78
402,25,2,20860,78
403,25,3,21080,78
404,25,4,20421,78
405,25,5,20641,78
406,25,6,20861,78
