,tile,el_i_in_tile,el,config
0,0,0,1774,55
1,0,1,1994,55
2,0,2,2214,55
3,0,3,2434,55
4,0,4,1775,55
5,0,5,1995,55
6,0,6,2215,55
7,0,7,2435,55
8,0,8,1776,55
9,0,9,1996,55
10,0,10,2216,55
11,0,11,2436,55
12,0,12,1777,55
13,0,13,1997,55
14,0,14,2217,55
15,0,15,2437,55
16,1,0,1798,55
17,1,1,2018,55
18,1,2,2238,55
19,1,3,2458,55
20,1,4,1799,55
21,1,5,2019,55
22,1,6,2239,55
23,1,7,2459,55
24,1,8,1800,55
25,1,9,2020,55
26,1,10,2240,55
27,1,11,2460,55
28,1,12,1801,55
29,1,13,2021,55
30,1,14,2241,55
31,1,15,2461,55
32,2,0,1822,55
33,2,1,2042,55
34,2,2,2262,55
35,2,3,2482,55
36,2,4,1823,55
37,2,5,2043,55
38,2,6,2263,55
39,2,7,2483,55
40,2,8,1824,55
41,2,9,2044,55
42,2,10,2264,55
43,2,11,2484,55
44,2,12,1825,55
45,2,13,2045,55
46,2,14,2265,55
47,2,15,2485,55
48,3,0,1846,55
49,3,1,2066,55
50,3,2,2286,55
51,3,3,2506,55
52,3,4,1847,55
53,3,5,2067,55
54,3,6,2287,55
55,3,7,2507,55
56,3,8,1848,55
57,3,9,2068,55
58,3,10,2288,55
59,3,11,2508,55
60,3,12,1849,55
61,3,13,2069,55
62,3,14,2289,55
63,3,15,2509,55
64,4,0,1870,55
65,4,1,2090,55
66,4,2,2310,55
67,4,3,2530,55
68,4,4,1871,55
69,4,5,2091,55
70,4,6,2311,55
71,4,7,2531,55
72,4,8,1872,55
73,4,9,2092,55
74,4,10,2312,55
75,4,11,2532,55
76,4,12,1873,55
77,4,13,2093,55
78,4,14,2313,55
79,4,15,2533,55
80,5,0,1894,55
81,5,1,2114,55
82,5,2,2334,55
83,5,3,2554,55
84,5,4,1895,55
85,5,5,2115,55
86,5,6,2335,55
87,5,7,2555,55
88,5,8,1896,55
89,5,9,2116,55
90,5,10,2336,55
91,5,11,2556,55
92,5,12,1897,55
93,5,13,2117,55
94,5,14,2337,55
95,5,15,2557,55
96,6,0,1918,55
97,6,1,2138,55
98,6,2,2358,55
99,6,3,2578,55
100,6,4,1919,55
101,6,5,2139,55
102,6,6,2359,55
103,6,7,2579,55
104,6,8,1920,55
105,6,9,2140,55
106,6,10,2360,55
107,6,11,2580,55
108,6,12,1921,55
109,6,13,2141,55
110,6,14,2361,55
111,6,15,2581,55
112,7,0,1942,55
113,7,1,2162,55
114,7,2,2382,55
115,7,3,2602,55
116,7,4,1943,55
117,7,5,2163,55
118,7,6,2383,55
119,7,7,2603,55
120,7,8,1944,55
121,7,9,2164,55
122,7,10,2384,55
123,7,11,2604,55
124,7,12,1945,55
125,7,13,2165,55
126,7,14,2385,55
127,7,15,2605,55
128,8,0,1966,55
129,8,1,2186,55
130,8,2,2406,55
131,8,3,2626,55
132,8,4,1967,55
133,8,5,2187,55
134,8,6,2407,55
135,8,7,2627,55
136,8,8,1968,55
137,8,9,2188,55
138,8,10,2408,55
139,8,11,2628,55
140,8,12,1969,55
141,8,13,2189,55
142,8,14,2409,55
143,8,15,2629,55
144,9,0,10574,55
145,9,1,10794,55
146,9,2,11014,55
147,9,3,11234,55
148,9,4,10575,55
149,9,5,10795,55
150,9,6,11015,55
151,9,7,11235,55
152,9,8,10576,55
153,9,9,10796,55
154,9,10,11016,55
155,9,11,11236,55
156,9,12,10577,55
157,9,13,10797,55
158,9,14,11017,55
159,9,15,11237,55
160,10,0,10598,55
161,10,1,10818,55
162,10,2,11038,55
163,10,3,11258,55
164,10,4,10599,55
165,10,5,10819,55
166,10,6,11039,55
167,10,7,11259,55
168,10,8,10600,55
169,10,9,10820,55
170,10,10,11040,55
171,10,11,11260,55
172,10,12,10601,55
173,10,13,10821,55
174,10,14,11041,55
175,10,15,11261,55
176,11,0,10622,55
177,11,1,10842,55
178,11,2,11062,55
179,11,3,11282,55
180,11,4,10623,55
181,11,5,10843,55
182,11,6,11063,55
183,11,7,11283,55
184,11,8,10624,55
185,11,9,10844,55
186,11,10,11064,55
187,11,11,11284,55
188,11,12,10625,55
189,11,13,10845,55
190,11,14,11065,55
191,11,15,11285,55
192,12,0,10646,55
193,12,1,10866,55
194,12,2,11086,55
195,12,3,11306,55
196,12,4,10647,55
197,12,5,10867,55
198,12,6,11087,55
199,12,7,11307,55
200,12,8,10648,55
201,12,9,10868,55
202,12,10,11088,55
203,12,11,11308,55
204,12,12,10649,55
205,12,13,10869,55
206,12,14,11089,55
207,12,15,11309,55
208,13,0,10670,55
209,13,1,10890,55
