,tile,el_i_in_tile,el,config
0,0,0,7056,200
1,0,1,7276,200
2,0,2,7496,200
3,0,3,7716,200
4,0,4,7057,200
5,0,5,7277,200
6,0,6,7497,200
7,0,7,7717,200
8,0,8,7058,200
9,0,9,7278,200
10,0,10,7498,200
11,0,11,7718,200
12,0,12,7059,200
13,0,13,7279,200
14,0,14,7499,200
15,0,15,7719,200
16,1,0,7080,200
17,1,1,7300,200
18,1,2,7520,200
19,1,3,7740,200
20,1,4,7081,200
21,1,5,7301,200
22,1,6,7521,200
23,1,7,7741,200
24,1,8,7082,200
25,1,9,7302,200
26,1,10,7522,200
27,1,11,7742,200
28,1,12,7083,200
29,1,13,7303,200
30,1,14,7523,200
31,1,15,7743,200
32,2,0,7104,200
33,2,1,7324,200
34,2,2,7544,200
35,2,3,7764,200
36,2,4,7105,200
37,2,5,7325,200
38,2,6,7545,200
39,2,7,7765,200
40,2,8,7106,200
41,2,9,7326,200
42,2,10,7546,200
43,2,11,7766,200
44,2,12,7107,200
45,2,13,7327,200
46,2,14,7547,200
47,2,15,7767,200
48,3,0,7128,200
49,3,1,7348,200
50,3,2,7568,200
51,3,3,7788,200
52,3,4,7129,200
53,3,5,7349,200
54,3,6,7569,200
55,3,7,7789,200
56,3,8,7130,200
57,3,9,7350,200
58,3,10,7570,200
59,3,11,7790,200
60,3,12,7131,200
61,3,13,7351,200
62,3,14,7571,200
63,3,15,7791,200
64,4,0,7152,200
65,4,1,7372,200
66,4,2,7592,200
67,4,3,7812,200
68,4,4,7153,200
69,4,5,7373,200
70,4,6,7593,200
71,4,7,7813,200
72,4,8,7154,200
73,4,9,7374,200
74,4,10,7594,200
75,4,11,7814,200
76,4,12,7155,200
77,4,13,7375,200
78,4,14,7595,200
79,4,15,7815,200
80,5,0,7176,200
81,5,1,7396,200
82,5,2,7616,200
83,5,3,7836,200
84,5,4,7177,200
85,5,5,7397,200
86,5,6,7617,200
87,5,7,7837,200
88,5,8,7178,200
89,5,9,7398,200
90,5,10,7618,200
91,5,11,7838,200
92,5,12,7179,200
93,5,13,7399,200
94,5,14,7619,200
95,5,15,7839,200
96,6,0,7200,200
97,6,1,7420,200
98,6,2,7640,200
99,6,3,7860,200
100,6,4,7201,200
101,6,5,7421,200
102,6,6,7641,200
103,6,7,7861,200
104,6,8,7202,200
105,6,9,7422,200
106,6,10,7642,200
107,6,11,7862,200
108,6,12,7203,200
109,6,13,7423,200
110,6,14,7643,200
111,6,15,7863,200
112,7,0,7224,200
113,7,1,7444,200
114,7,2,7664,200
115,7,3,7884,200
116,7,4,7225,200
117,7,5,7445,200
118,7,6,7665,200
119,7,7,7885,200
120,7,8,7226,200
121,7,9,7446,200
122,7,10,7666,200
123,7,11,7886,200
124,7,12,7227,200
125,7,13,7447,200
126,7,14,7667,200
127,7,15,7887,200
128,8,0,7248,200
129,8,1,7468,200
130,8,2,7688,200
131,8,3,7908,200
132,8,4,7249,200
133,8,5,7469,200
134,8,6,7689,200
135,8,7,7909,200
136,8,8,7250,200
137,8,9,7470,200
138,8,10,7690,200
139,8,11,7910,200
140,8,12,7251,200
141,8,13,7471,200
142,8,14,7691,200
143,8,15,7911,200
144,9,0,15856,200
145,9,1,16076,200
146,9,2,16296,200
147,9,3,16516,200
148,9,4,15857,200
149,9,5,16077,200
150,9,6,16297,200
151,9,7,16517,200
152,9,8,15858,200
153,9,9,16078,200
154,9,10,16298,200
155,9,11,16518,200
156,9,12,15859,200
157,9,13,16079,200
158,9,14,16299,200
159,9,15,16519,200
160,10,0,15880,200
161,10,1,16100,200
162,10,2,16320,200
163,10,3,16540,200
164,10,4,15881,200
165,10,5,16101,200
166,10,6,16321,200
167,10,7,16541,200
168,10,8,15882,200
169,10,9,16102,200
170,10,10,16322,200
171,10,11,16542,200
172,10,12,15883,200
173,10,13,16103,200
174,10,14,16323,200
175,10,15,16543,200
176,11,0,15904,200
177,11,1,16124,200
178,11,2,16344,200
179,11,3,16564,200
180,11,4,15905,200
181,11,5,16125,200
182,11,6,16345,200
183,11,7,16565,200
184,11,8,15906,200
185,11,9,16126,200
186,11,10,16346,200
187,11,11,16566,200
188,11,12,15907,200
189,11,13,16127,200
190,11,14,16347,200
191,11,15,16567,200
192,12,0,15928,200
193,12,1,16148,200
194,12,2,16368,200
195,12,3,16588,200
196,12,4,15929,200
197,12,5,16149,200
198,12,6,16369,200
199,12,7,16589,200
200,12,8,15930,200
201,12,9,16150,200
202,12,10,16370,200
203,12,11,16590,200
204,12,12,15931,200
205,12,13,16151,200
206,12,14,16371,200
207,12,15,16591,200
208,13,0,15952,200
209,13,1,16172,200
210,13,2,16392,200
211,13,3,16612,200
212,13,4,15953,200
213,13,5,16173,200
214,13,6,16393,200
215,13,7,16613,200
216,13,8,15954,200
217,13,9,16174,200
218,13,10,16394,200
219,13,11,16614,200
220,13,12,15955,200
221,13,13,16175,200
222,13,14,16395,200
223,13,15,16615,200
224,14,0,15976,200
225,14,1,16196,200
226,14,2,16416,200
227,14,3,16636,200
228,14,4,15977,200
229,14,5,16197,200
230,14,6,16417,200
231,14,7,16637,200
232,14,8,15978,200
233,14,9,16198,200
234,14,10,16418,200
235,14,11,16638,200
236,14,12,15979,200
237,14,13,16199,200
238,14,14,16419,200
239,14,15,16639,200
240,15,0,16000,200
241,15,1,16220,200
242,15,2,16440,200
243,15,3,16660,200
244,15,4,16001,200
245,15,5,16221,200
246,15,6,16441,200
247,15,7,16661,200
248,15,8,16002,200
249,15,9,16222,200
250,15,10,16442,200
251,15,11,16662,200
252,15,12,16003,200
253,15,13,16223,200
254,15,14,16443,200
255,15,15,16663,200
256,16,0,16024,200
257,16,1,16244,200
258,16,2,16464,200
259,16,3,16684,200
260,16,4,16025,200
261,16,5,16245,200
262,16,6,16465,200
263,16,7,16685,200
264,16,8,16026,200
265,16,9,16246,200
266,16,10,16466,200
267,16,11,16686,200
268,16,12,16027,200
269,16,13,16247,200
270,16,14,16467,200
271,16,15,16687,200
272,17,0,16048,200
273,17,1,16268,200
274,17,2,16488,200
275,17,3,16708,200
276,17,4,16049,200
277,17,5,16269,200
278,17,6,16489,200
279,17,7,16709,200
280,17,8,16050,200
281,17,9,16270,200
282,17,10,16490,200
283,17,11,16710,200
284,17,12,16051,200
285,17,13,16271,200
286,17,14,16491,200
287,17,15,16711,200
288,18,0,24656,200
289,18,1,24876,200
290,18,2,25096,200
291,18,3,25316,200
292,18,4,24657,200
293,18,5,24877,200
294,18,6,25097,200
295,18,7,25317,200
296,18,8,24658,200
297,18,9,24878,200
298,18,10,25098,200
299,18,11,25318,200
300,18,12,24659,200
301,18,13,24879,200
302,18,14,25099,200
303,18,15,25319,200
304,19,0,24680,200
305,19,1,24900,200
306,19,2,25120,200
307,19,3,25340,200
308,19,4,24681,200
309,19,5,24901,200
310,19,6,25121,200
311,19,7,25341,200
312,19,8,24682,200
313,19,9,24902,200
314,19,10,25122,200
315,19,11,25342,200
316,19,12,24683,200
317,19,13,24903,200
318,19,14,25123,200
319,19,15,25343,200
320,20,0,24704,200
321,20,1,24924,200
322,20,2,25144,200
323,20,3,25364,200
324,20,4,24705,200
325,20,5,24925,200
326,20,6,25145,200
327,20,7,25365,200
328,20,8,24706,200
329,20,9,24926,200
330,20,10,25146,200
331,20,11,25366,200
332,20,12,24707,200
333,20,13,24927,200
334,20,14,25147,200
335,20,15,25367,200
336,21,0,24728,200
337,21,1,24948,200
338,21,2,25168,200
339,21,3,25388,200
340,21,4,24729,200
341,21,5,24949,200
342,21,6,25169,200
343,21,7,25389,200
344,21,8,24730,200
345,21,9,24950,200
346,21,10,25170,200
347,21,11,25390,200
348,21,12,24731,200
349,21,13,24951,200
350,21,14,25171,200
351,21,15,25391,200
352,22,0,24752,200
353,22,1,24972,200
354,22,2,25192,200
355,22,3,25412,200
356,22,4,24753,200
357,22,5,24973,200
358,22,6,25193,200
359,22,7,25413,200
360,22,8,24754,200
361,22,9,24974,200
362,22,10,25194,200
363,22,11,25414,200
364,22,12,24755,200
365,22,13,24975,200
366,22,14,25195,200
367,22,15,25415,200
368,23,0,24776,200
369,23,1,24996,200
370,23,2,25216,200
371,23,3,25436,200
372,23,4,24777,200
373,23,5,24997,200
374,23,6,25217,200
375,23,7,25437,200
376,23,8,24778,200
377,23,9,24998,200
378,23,10,25218,200
379,23,11,25438,200
380,23,12,24779,200
381,23,13,24999,200
382,23,14,25219,200
383,23,15,25439,200
384,24,0,24800,200
385,24,1,25020,200
386,24,2,25240,200
387,24,3,25460,200
388,24,4,24801,200
389,24,5,25021,200
390,24,6,25241,200
391,24,7,25461,200
392,24,8,24802,200
393,24,9,25022,200
394,24,10,25242,200
395,24,11,25462,200
396,24,12,24803,200
397,24,13,25023,200
398,24,14,25243,200
399,24,15,25463,200
400,25,0,24824,200
401,25,1,25044,200
402,25,2,25264,200
403,25,3,25484,200
404,25,4,24825,200
405,25,5,25045,200
406,25,6,25265,200
407,25,7,25485,200
408,25,8,24826,200
409,25,9,25046,200
410,25,10,25266,200
411,25,11,25486,200
412,25,12,24827,200
413,25,13,25047,200
414,25,14,25267,200
415,25,15,25487,200
416,26,0,24848,200
417,26,1,25068,200
418,26,2,25288,200
419,26,3,25508,200
420,26,4,24849,200
421,26,5,25069,200
422,26,6,25289,200
423,26,7,25509,200
424,26,8,24850,200
425,26,9,25070,200
426,26,10,25290,200
427,26,11,25510,200
428,26,12,24851,200
429,26,13,25071,200
430,26,14,25291,200
431,26,15,25511,200
