,tile,el_i_in_tile,el,config
0,0,0,1766,51
1,0,1,1986,51
2,0,2,2206,51
3,0,3,2426,51
4,0,4,1767,51
5,0,5,1987,51
6,0,6,2207,51
7,0,7,2427,51
8,0,8,1768,51
9,0,9,1988,51
10,0,10,2208,51
11,0,11,2428,51
12,0,12,1769,51
13,0,13,1989,51
14,0,14,2209,51
15,0,15,2429,51
16,1,0,1790,51
17,1,1,2010,51
18,1,2,2230,51
19,1,3,2450,51
20,1,4,1791,51
21,1,5,2011,51
22,1,6,2231,51
23,1,7,2451,51
24,1,8,1792,51
25,1,9,2012,51
26,1,10,2232,51
27,1,11,2452,51
28,1,12,1793,51
29,1,13,2013,51
30,1,14,2233,51
31,1,15,2453,51
32,2,0,1814,51
33,2,1,2034,51
34,2,2,2254,51
35,2,3,2474,51
36,2,4,1815,51
37,2,5,2035,51
38,2,6,2255,51
39,2,7,2475,51
40,2,8,1816,51
41,2,9,2036,51
42,2,10,2256,51
43,2,11,2476,51
44,2,12,1817,51
45,2,13,2037,51
46,2,14,2257,51
47,2,15,2477,51
48,3,0,1838,51
49,3,1,2058,51
50,3,2,2278,51
51,3,3,2498,51
52,3,4,1839,51
53,3,5,2059,51
54,3,6,2279,51
55,3,7,2499,51
56,3,8,1840,51
57,3,9,2060,51
58,3,10,2280,51
59,3,11,2500,51
60,3,12,1841,51
61,3,13,2061,51
62,3,14,2281,51
63,3,15,2501,51
64,4,0,1862,51
65,4,1,2082,51
66,4,2,2302,51
67,4,3,2522,51
68,4,4,1863,51
69,4,5,2083,51
70,4,6,2303,51
71,4,7,2523,51
72,4,8,1864,51
73,4,9,2084,51
74,4,10,2304,51
75,4,11,2524,51
76,4,12,1865,51
77,4,13,2085,51
78,4,14,2305,51
79,4,15,2525,51
80,5,0,1886,51
81,5,1,2106,51
82,5,2,2326,51
83,5,3,2546,51
84,5,4,1887,51
85,5,5,2107,51
86,5,6,2327,51
87,5,7,2547,51
88,5,8,1888,51
89,5,9,2108,51
90,5,10,2328,51
91,5,11,2548,51
92,5,12,1889,51
93,5,13,2109,51
94,5,14,2329,51
95,5,15,2549,51
96,6,0,1910,51
97,6,1,2130,51
98,6,2,2350,51
99,6,3,2570,51
100,6,4,1911,51
101,6,5,2131,51
102,6,6,2351,51
103,6,7,2571,51
104,6,8,1912,51
105,6,9,2132,51
106,6,10,2352,51
107,6,11,2572,51
108,6,12,1913,51
109,6,13,2133,51
110,6,14,2353,51
111,6,15,2573,51
112,7,0,1934,51
113,7,1,2154,51
114,7,2,2374,51
115,7,3,2594,51
116,7,4,1935,51
117,7,5,2155,51
118,7,6,2375,51
119,7,7,2595,51
120,7,8,1936,51
121,7,9,2156,51
122,7,10,2376,51
123,7,11,2596,51
124,7,12,1937,51
125,7,13,2157,51
126,7,14,2377,51
127,7,15,2597,51
128,8,0,1958,51
129,8,1,2178,51
130,8,2,2398,51
131,8,3,2618,51
132,8,4,1959,51
133,8,5,2179,51
134,8,6,2399,51
135,8,7,2619,51
136,8,8,1960,51
137,8,9,2180,51
138,8,10,2400,51
139,8,11,2620,51
