,tile,el_i_in_tile,el,config
0,0,0,1770,53
1,0,1,1990,53
2,0,2,2210,53
3,0,3,2430,53
4,0,4,1771,53
5,0,5,1991,53
6,0,6,2211,53
7,0,7,2431,53
8,0,8,1772,53
9,0,9,1992,53
10,0,10,2212,53
11,0,11,2432,53
12,0,12,1773,53
13,0,13,1993,53
14,0,14,2213,53
15,0,15,2433,53
16,1,0,1794,53
17,1,1,2014,53
18,1,2,2234,53
19,1,3,2454,53
20,1,4,1795,53
21,1,5,2015,53
22,1,6,2235,53
23,1,7,2455,53
24,1,8,1796,53
25,1,9,2016,53
26,1,10,2236,53
27,1,11,2456,53
28,1,12,1797,53
29,1,13,2017,53
30,1,14,2237,53
31,1,15,2457,53
32,2,0,1818,53
33,2,1,2038,53
34,2,2,2258,53
35,2,3,2478,53
36,2,4,1819,53
37,2,5,2039,53
38,2,6,2259,53
39,2,7,2479,53
40,2,8,1820,53
41,2,9,2040,53
42,2,10,2260,53
43,2,11,2480,53
44,2,12,1821,53
45,2,13,2041,53
46,2,14,2261,53
47,2,15,2481,53
48,3,0,1842,53
49,3,1,2062,53
50,3,2,2282,53
51,3,3,2502,53
52,3,4,1843,53
53,3,5,2063,53
54,3,6,2283,53
55,3,7,2503,53
56,3,8,1844,53
57,3,9,2064,53
58,3,10,2284,53
59,3,11,2504,53
60,3,12,1845,53
61,3,13,2065,53
62,3,14,2285,53
63,3,15,2505,53
64,4,0,1866,53
65,4,1,2086,53
66,4,2,2306,53
67,4,3,2526,53
68,4,4,1867,53
69,4,5,2087,53
70,4,6,2307,53
71,4,7,2527,53
72,4,8,1868,53
73,4,9,2088,53
74,4,10,2308,53
75,4,11,2528,53
76,4,12,1869,53
77,4,13,2089,53
78,4,14,2309,53
79,4,15,2529,53
80,5,0,1890,53
81,5,1,2110,53
82,5,2,2330,53
83,5,3,2550,53
84,5,4,1891,53
85,5,5,2111,53
86,5,6,2331,53
87,5,7,2551,53
88,5,8,1892,53
89,5,9,2112,53
90,5,10,2332,53
91,5,11,2552,53
92,5,12,1893,53
93,5,13,2113,53
94,5,14,2333,53
95,5,15,2553,53
96,6,0,1914,53
97,6,1,2134,53
98,6,2,2354,53
99,6,3,2574,53
100,6,4,1915,53
101,6,5,2135,53
102,6,6,2355,53
103,6,7,2575,53
104,6,8,1916,53
105,6,9,2136,53
106,6,10,2356,53
107,6,11,2576,53
108,6,12,1917,53
109,6,13,2137,53
110,6,14,2357,53
111,6,15,2577,53
112,7,0,1938,53
113,7,1,2158,53
114,7,2,2378,53
115,7,3,2598,53
116,7,4,1939,53
117,7,5,2159,53
118,7,6,2379,53
119,7,7,2599,53
120,7,8,1940,53
121,7,9,2160,53
122,7,10,2380,53
123,7,11,2600,53
124,7,12,1941,53
125,7,13,2161,53
126,7,14,2381,53
127,7,15,2601,53
128,8,0,1962,53
129,8,1,2182,53
130,8,2,2402,53
131,8,3,2622,53
132,8,4,1963,53
133,8,5,2183,53
134,8,6,2403,53
135,8,7,2623,53
136,8,8,1964,53
137,8,9,2184,53
138,8,10,2404,53
139,8,11,2624,53
140,8,12,1965,53
141,8,13,2185,53
142,8,14,2405,53
143,8,15,2625,53
144,9,0,10570,53
145,9,1,10790,53
146,9,2,11010,53
147,9,3,11230,53
148,9,4,10571,53
149,9,5,10791,53
150,9,6,11011,53
151,9,7,11231,53
152,9,8,10572,53
153,9,9,10792,53
154,9,10,11012,53
155,9,11,11232,53
156,9,12,10573,53
157,9,13,10793,53
158,9,14,11013,53
159,9,15,11233,53
160,10,0,10594,53
161,10,1,10814,53
162,10,2,11034,53
163,10,3,11254,53
164,10,4,10595,53
165,10,5,10815,53
166,10,6,11035,53
167,10,7,11255,53
168,10,8,10596,53
169,10,9,10816,53
170,10,10,11036,53
171,10,11,11256,53
172,10,12,10597,53
173,10,13,10817,53
174,10,14,11037,53
175,10,15,11257,53
176,11,0,10618,53
177,11,1,10838,53
178,11,2,11058,53
179,11,3,11278,53
180,11,4,10619,53
181,11,5,10839,53
182,11,6,11059,53
183,11,7,11279,53
184,11,8,10620,53
185,11,9,10840,53
186,11,10,11060,53
187,11,11,11280,53
188,11,12,10621,53
189,11,13,10841,53
190,11,14,11061,53
191,11,15,11281,53
192,12,0,10642,53
193,12,1,10862,53
194,12,2,11082,53
195,12,3,11302,53
196,12,4,10643,53
197,12,5,10863,53
198,12,6,11083,53
199,12,7,11303,53
200,12,8,10644,53
201,12,9,10864,53
202,12,10,11084,53
203,12,11,11304,53
204,12,12,10645,53
205,12,13,10865,53
206,12,14,11085,53
207,12,15,11305,53
208,13,0,10666,53
209,13,1,10886,53
210,13,2,11106,53
211,13,3,11326,53
212,13,4,10667,53
213,13,5,10887,53
214,13,6,11107,53
215,13,7,11327,53
216,13,8,10668,53
217,13,9,10888,53
218,13,10,11108,53
219,13,11,11328,53
220,13,12,10669,53
221,13,13,10889,53
222,13,14,11109,53
223,13,15,11329,53
224,14,0,10690,53
225,14,1,10910,53
226,14,2,11130,53
227,14,3,11350,53
228,14,4,10691,53
229,14,5,10911,53
230,14,6,11131,53
231,14,7,11351,53
232,14,8,10692,53
233,14,9,10912,53
234,14,10,11132,53
235,14,11,11352,53
236,14,12,10693,53
237,14,13,10913,53
238,14,14,11133,53
239,14,15,11353,53
240,15,0,10714,53
241,15,1,10934,53
242,15,2,11154,53
243,15,3,11374,53
244,15,4,10715,53
245,15,5,10935,53
246,15,6,11155,53
247,15,7,11375,53
248,15,8,10716,53
249,15,9,10936,53
250,15,10,11156,53
251,15,11,11376,53
252,15,12,10717,53
253,15,13,10937,53
254,15,14,11157,53
255,15,15,11377,53
256,16,0,10738,53
257,16,1,10958,53
258,16,2,11178,53
259,16,3,11398,53
260,16,4,10739,53
261,16,5,10959,53
262,16,6,11179,53
263,16,7,11399,53
264,16,8,10740,53
265,16,9,10960,53
266,16,10,11180,53
267,16,11,11400,53
268,16,12,10741,53
269,16,13,10961,53
270,16,14,11181,53
271,16,15,11401,53
272,17,0,10762,53
273,17,1,10982,53
274,17,2,11202,53
275,17,3,11422,53
276,17,4,10763,53
277,17,5,10983,53
278,17,6,11203,53
279,17,7,11423,53
280,17,8,10764,53
281,17,9,10984,53
282,17,10,11204,53
283,17,11,11424,53
284,17,12,10765,53
285,17,13,10985,53
286,17,14,11205,53
287,17,15,11425,53
288,18,0,19370,53
289,18,1,19590,53
290,18,2,19810,53
291,18,3,20030,53
292,18,4,19371,53
293,18,5,19591,53
294,18,6,19811,53
295,18,7,20031,53
296,18,8,19372,53
297,18,9,19592,53
298,18,10,19812,53
299,18,11,20032,53
300,18,12,19373,53
301,18,13,19593,53
302,18,14,19813,53
303,18,15,20033,53
304,19,0,19394,53
305,19,1,19614,53
306,19,2,19834,53
307,19,3,20054,53
308,19,4,19395,53
309,19,5,19615,53
310,19,6,19835,53
311,19,7,20055,53
312,19,8,19396,53
313,19,9,19616,53
314,19,10,19836,53
315,19,11,20056,53
316,19,12,19397,53
317,19,13,19617,53
318,19,14,19837,53
319,19,15,20057,53
320,20,0,19418,53
321,20,1,19638,53
322,20,2,19858,53
323,20,3,20078,53
324,20,4,19419,53
325,20,5,19639,53
326,20,6,19859,53
327,20,7,20079,53
328,20,8,19420,53
329,20,9,19640,53
330,20,10,19860,53
331,20,11,20080,53
332,20,12,19421,53
333,20,13,19641,53
334,20,14,19861,53
335,20,15,20081,53
336,21,0,19442,53
337,21,1,19662,53
338,21,2,19882,53
339,21,3,20102,53
340,21,4,19443,53
341,21,5,19663,53
342,21,6,19883,53
343,21,7,20103,53
344,21,8,19444,53
345,21,9,19664,53
346,21,10,19884,53
347,21,11,20104,53
348,21,12,19445,53
349,21,13,19665,53
350,21,14,19885,53
351,21,15,20105,53
352,22,0,19466,53
353,22,1,19686,53
354,22,2,19906,53
355,22,3,20126,53
356,22,4,19467,53
357,22,5,19687,53
358,22,6,19907,53
359,22,7,20127,53
360,22,8,19468,53
361,22,9,19688,53
362,22,10,19908,53
363,22,11,20128,53
364,22,12,19469,53
365,22,13,19689,53
366,22,14,19909,53
367,22,15,20129,53
368,23,0,19490,53
369,23,1,19710,53
370,23,2,19930,53
371,23,3,20150,53
372,23,4,19491,53
373,23,5,19711,53
374,23,6,19931,53
375,23,7,20151,53
376,23,8,19492,53
377,23,9,19712,53
378,23,10,19932,53
379,23,11,20152,53
380,23,12,19493,53
381,23,13,19713,53
382,23,14,19933,53
383,23,15,20153,53
384,24,0,19514,53
385,24,1,19734,53
386,24,2,19954,53
387,24,3,20174,53
388,24,4,19515,53
389,24,5,19735,53
390,24,6,19955,53
391,24,7,20175,53
392,24,8,19516,53
393,24,9,19736,53
394,24,10,19956,53
395,24,11,20176,53
396,24,12,19517,53
397,24,13,19737,53
398,24,14,19957,53
399,24,15,20177,53
400,25,0,19538,53
401,25,1,19758,53
402,25,2,19978,53
403,25,3,20198,53
404,25,4,19539,53
405,25,5,19759,53
406,25,6,19979,53
407,25,7,20199,53
408,25,8,19540,53
409,25,9,19760,53
410,25,10,19980,53
411,25,11,20200,53
412,25,12,19541,53
413,25,13,19761,53
414,25,14,19981,53
415,25,15,20201,53
416,26,0,19562,53
417,26,1,19782,53
418,26,2,20002,53
419,26,3,20222,53
420,26,4,19563,53
421,26,5,19783,53
422,26,6,20003,53
423,26,7,20223,53
424,26,8,19564,53
425,26,9,19784,53
426,26,10,20004,53
427,26,11,20224,53
428,26,12,19565,53
429,26,13,19785,53
430,26,14,20005,53
431,26,15,20225,53
