,tile,el_i_in_tile,el,config
0,0,0,440,12
1,0,1,660,12
2,0,2,880,12
3,0,3,1100,12
4,0,4,441,12
5,0,5,661,12
6,0,6,881,12
7,0,7,1101,12
8,0,8,442,12
9,0,9,662,12
10,0,10,882,12
11,0,11,1102,12
12,0,12,443,12
13,0,13,663,12
14,0,14,883,12
15,0,15,1103,12
16,1,0,464,12
17,1,1,684,12
18,1,2,904,12
19,1,3,1124,12
20,1,4,465,12
21,1,5,685,12
22,1,6,905,12
23,1,7,1125,12
24,1,8,466,12
25,1,9,686,12
26,1,10,906,12
27,1,11,1126,12
28,1,12,467,12
29,1,13,687,12
30,1,14,907,12
31,1,15,1127,12
32,2,0,488,12
33,2,1,708,12
34,2,2,928,12
35,2,3,1148,12
36,2,4,489,12
37,2,5,709,12
38,2,6,929,12
39,2,7,1149,12
40,2,8,490,12
41,2,9,710,12
42,2,10,930,12
43,2,11,1150,12
44,2,12,491,12
45,2,13,711,12
46,2,14,931,12
47,2,15,1151,12
48,3,0,512,12
49,3,1,732,12
50,3,2,952,12
51,3,3,1172,12
52,3,4,513,12
53,3,5,733,12
54,3,6,953,12
55,3,7,1173,12
56,3,8,514,12
57,3,9,734,12
58,3,10,954,12
59,3,11,1174,12
60,3,12,515,12
61,3,13,735,12
62,3,14,955,12
63,3,15,1175,12
64,4,0,536,12
65,4,1,756,12
66,4,2,976,12
67,4,3,1196,12
68,4,4,537,12
69,4,5,757,12
70,4,6,977,12
71,4,7,1197,12
72,4,8,538,12
73,4,9,758,12
74,4,10,978,12
75,4,11,1198,12
76,4,12,539,12
77,4,13,759,12
78,4,14,979,12
79,4,15,1199,12
80,5,0,560,12
81,5,1,780,12
82,5,2,1000,12
83,5,3,1220,12
84,5,4,561,12
85,5,5,781,12
86,5,6,1001,12
87,5,7,1221,12
88,5,8,562,12
89,5,9,782,12
90,5,10,1002,12
91,5,11,1222,12
92,5,12,563,12
93,5,13,783,12
94,5,14,1003,12
95,5,15,1223,12
96,6,0,584,12
97,6,1,804,12
98,6,2,1024,12
99,6,3,1244,12
100,6,4,585,12
101,6,5,805,12
102,6,6,1025,12
103,6,7,1245,12
104,6,8,586,12
105,6,9,806,12
106,6,10,1026,12
107,6,11,1246,12
108,6,12,587,12
109,6,13,807,12
110,6,14,1027,12
111,6,15,1247,12
112,7,0,608,12
113,7,1,828,12
114,7,2,1048,12
115,7,3,1268,12
116,7,4,609,12
117,7,5,829,12
118,7,6,1049,12
119,7,7,1269,12
120,7,8,610,12
121,7,9,830,12
122,7,10,1050,12
123,7,11,1270,12
124,7,12,611,12
125,7,13,831,12
126,7,14,1051,12
127,7,15,1271,12
128,8,0,632,12
129,8,1,852,12
130,8,2,1072,12
131,8,3,1292,12
132,8,4,633,12
133,8,5,853,12
134,8,6,1073,12
135,8,7,1293,12
136,8,8,634,12
137,8,9,854,12
138,8,10,1074,12
139,8,11,1294,12
140,8,12,635,12
141,8,13,855,12
142,8,14,1075,12
143,8,15,1295,12
144,9,0,656,12
145,9,1,876,12
146,9,2,1096,12
147,9,3,1316,12
148,9,4,657,12
149,9,5,877,12
150,9,6,1097,12
151,9,7,1317,12
152,9,8,658,12
153,9,9,878,12
154,9,10,1098,12
155,9,11,1318,12
156,9,12,659,12
157,9,13,879,12
158,9,14,1099,12
159,9,15,1319,12
160,10,0,9240,12
161,10,1,9460,12
162,10,2,9680,12
163,10,3,9900,12
