,tile,el_i_in_tile,el,config
0,0,0,3100,94
1,0,1,3320,94
2,0,2,3540,94
3,0,3,3760,94
4,0,4,3101,94
5,0,5,3321,94
6,0,6,3541,94
7,0,7,3761,94
8,0,8,3102,94
9,0,9,3322,94
10,0,10,3542,94
11,0,11,3762,94
12,0,12,3103,94
13,0,13,3323,94
14,0,14,3543,94
15,0,15,3763,94
16,1,0,3124,94
17,1,1,3344,94
18,1,2,3564,94
19,1,3,3784,94
20,1,4,3125,94
21,1,5,3345,94
22,1,6,3565,94
23,1,7,3785,94
24,1,8,3126,94
25,1,9,3346,94
26,1,10,3566,94
27,1,11,3786,94
28,1,12,3127,94
29,1,13,3347,94
30,1,14,3567,94
31,1,15,3787,94
32,2,0,3148,94
33,2,1,3368,94
34,2,2,3588,94
35,2,3,3808,94
36,2,4,3149,94
37,2,5,3369,94
38,2,6,3589,94
39,2,7,3809,94
40,2,8,3150,94
41,2,9,3370,94
42,2,10,3590,94
43,2,11,3810,94
44,2,12,3151,94
45,2,13,3371,94
46,2,14,3591,94
47,2,15,3811,94
48,3,0,3172,94
49,3,1,3392,94
50,3,2,3612,94
51,3,3,3832,94
52,3,4,3173,94
53,3,5,3393,94
54,3,6,3613,94
55,3,7,3833,94
56,3,8,3174,94
57,3,9,3394,94
58,3,10,3614,94
59,3,11,3834,94
60,3,12,3175,94
61,3,13,3395,94
62,3,14,3615,94
63,3,15,3835,94
64,4,0,3196,94
65,4,1,3416,94
66,4,2,3636,94
67,4,3,3856,94
68,4,4,3197,94
69,4,5,3417,94
70,4,6,3637,94
71,4,7,3857,94
72,4,8,3198,94
73,4,9,3418,94
74,4,10,3638,94
75,4,11,3858,94
76,4,12,3199,94
77,4,13,3419,94
78,4,14,3639,94
79,4,15,3859,94
80,5,0,3220,94
81,5,1,3440,94
82,5,2,3660,94
83,5,3,3880,94
84,5,4,3221,94
85,5,5,3441,94
86,5,6,3661,94
87,5,7,3881,94
88,5,8,3222,94
89,5,9,3442,94
90,5,10,3662,94
91,5,11,3882,94
92,5,12,3223,94
93,5,13,3443,94
94,5,14,3663,94
95,5,15,3883,94
96,6,0,3244,94
97,6,1,3464,94
98,6,2,3684,94
99,6,3,3904,94
100,6,4,3245,94
101,6,5,3465,94
102,6,6,3685,94
