,tile,el_i_in_tile,el,config
0,0,0,3982,119
1,0,1,4202,119
2,0,2,4422,119
3,0,3,4642,119
4,0,4,3983,119
5,0,5,4203,119
6,0,6,4423,119
7,0,7,4643,119
8,0,8,3984,119
9,0,9,4204,119
10,0,10,4424,119
11,0,11,4644,119
12,0,12,3985,119
13,0,13,4205,119
14,0,14,4425,119
15,0,15,4645,119
16,1,0,4006,119
17,1,1,4226,119
18,1,2,4446,119
19,1,3,4666,119
20,1,4,4007,119
21,1,5,4227,119
22,1,6,4447,119
23,1,7,4667,119
24,1,8,4008,119
25,1,9,4228,119
26,1,10,4448,119
27,1,11,4668,119
28,1,12,4009,119
29,1,13,4229,119
30,1,14,4449,119
31,1,15,4669,119
32,2,0,4030,119
33,2,1,4250,119
34,2,2,4470,119
35,2,3,4690,119
36,2,4,4031,119
37,2,5,4251,119
38,2,6,4471,119
39,2,7,4691,119
40,2,8,4032,119
41,2,9,4252,119
42,2,10,4472,119
43,2,11,4692,119
44,2,12,4033,119
45,2,13,4253,119
46,2,14,4473,119
47,2,15,4693,119
48,3,0,4054,119
49,3,1,4274,119
50,3,2,4494,119
51,3,3,4714,119
52,3,4,4055,119
53,3,5,4275,119
54,3,6,4495,119
55,3,7,4715,119
56,3,8,4056,119
57,3,9,4276,119
58,3,10,4496,119
59,3,11,4716,119
60,3,12,4057,119
61,3,13,4277,119
62,3,14,4497,119
63,3,15,4717,119
64,4,0,4078,119
65,4,1,4298,119
66,4,2,4518,119
67,4,3,4738,119
68,4,4,4079,119
69,4,5,4299,119
70,4,6,4519,119
71,4,7,4739,119
72,4,8,4080,119
73,4,9,4300,119
74,4,10,4520,119
75,4,11,4740,119
76,4,12,4081,119
77,4,13,4301,119
78,4,14,4521,119
79,4,15,4741,119
80,5,0,4102,119
81,5,1,4322,119
82,5,2,4542,119
83,5,3,4762,119
84,5,4,4103,119
85,5,5,4323,119
86,5,6,4543,119
87,5,7,4763,119
88,5,8,4104,119
89,5,9,4324,119
90,5,10,4544,119
91,5,11,4764,119
92,5,12,4105,119
93,5,13,4325,119
94,5,14,4545,119
95,5,15,4765,119
96,6,0,4126,119
97,6,1,4346,119
98,6,2,4566,119
99,6,3,4786,119
100,6,4,4127,119
101,6,5,4347,119
102,6,6,4567,119
103,6,7,4787,119
104,6,8,4128,119
105,6,9,4348,119
106,6,10,4568,119
107,6,11,4788,119
108,6,12,4129,119
109,6,13,4349,119
110,6,14,4569,119
111,6,15,4789,119
112,7,0,4150,119
113,7,1,4370,119
114,7,2,4590,119
115,7,3,4810,119
116,7,4,4151,119
117,7,5,4371,119
118,7,6,4591,119
119,7,7,4811,119
120,7,8,4152,119
121,7,9,4372,119
122,7,10,4592,119
123,7,11,4812,119
124,7,12,4153,119
125,7,13,4373,119
126,7,14,4593,119
127,7,15,4813,119
128,8,0,4174,119
129,8,1,4394,119
130,8,2,4614,119
131,8,3,4834,119
132,8,4,4175,119
133,8,5,4395,119
134,8,6,4615,119
135,8,7,4835,119
136,8,8,4176,119
137,8,9,4396,119
138,8,10,4616,119
139,8,11,4836,119
140,8,12,4177,119
141,8,13,4397,119
142,8,14,4617,119
143,8,15,4837,119
144,9,0,12782,119
145,9,1,13002,119
146,9,2,13222,119
147,9,3,13442,119
148,9,4,12783,119
149,9,5,13003,119
150,9,6,13223,119
151,9,7,13443,119
152,9,8,12784,119
153,9,9,13004,119
154,9,10,13224,119
155,9,11,13444,119
156,9,12,12785,119
157,9,13,13005,119
158,9,14,13225,119
159,9,15,13445,119
160,10,0,12806,119
161,10,1,13026,119
162,10,2,13246,119
163,10,3,13466,119
164,10,4,12807,119
165,10,5,13027,119
166,10,6,13247,119
167,10,7,13467,119
168,10,8,12808,119
169,10,9,13028,119
170,10,10,13248,119
171,10,11,13468,119
172,10,12,12809,119
173,10,13,13029,119
174,10,14,13249,119
175,10,15,13469,119
176,11,0,12830,119
177,11,1,13050,119
178,11,2,13270,119
179,11,3,13490,119
180,11,4,12831,119
181,11,5,13051,119
182,11,6,13271,119
183,11,7,13491,119
184,11,8,12832,119
185,11,9,13052,119
186,11,10,13272,119
187,11,11,13492,119
188,11,12,12833,119
189,11,13,13053,119
190,11,14,13273,119
191,11,15,13493,119
192,12,0,12854,119
193,12,1,13074,119
194,12,2,13294,119
