,tile,el_i_in_tile,el,config
0,0,0,5724,158
1,0,1,5944,158
2,0,2,6164,158
3,0,3,6384,158
4,0,4,5725,158
5,0,5,5945,158
6,0,6,6165,158
7,0,7,6385,158
8,0,8,5726,158
9,0,9,5946,158
10,0,10,6166,158
11,0,11,6386,158
12,0,12,5727,158
13,0,13,5947,158
14,0,14,6167,158
15,0,15,6387,158
16,1,0,5748,158
17,1,1,5968,158
18,1,2,6188,158
19,1,3,6408,158
20,1,4,5749,158
21,1,5,5969,158
22,1,6,6189,158
23,1,7,6409,158
24,1,8,5750,158
25,1,9,5970,158
26,1,10,6190,158
27,1,11,6410,158
28,1,12,5751,158
29,1,13,5971,158
30,1,14,6191,158
31,1,15,6411,158
32,2,0,5772,158
33,2,1,5992,158
34,2,2,6212,158
35,2,3,6432,158
36,2,4,5773,158
37,2,5,5993,158
38,2,6,6213,158
39,2,7,6433,158
40,2,8,5774,158
41,2,9,5994,158
42,2,10,6214,158
43,2,11,6434,158
44,2,12,5775,158
45,2,13,5995,158
46,2,14,6215,158
47,2,15,6435,158
48,3,0,5796,158
49,3,1,6016,158
50,3,2,6236,158
51,3,3,6456,158
52,3,4,5797,158
53,3,5,6017,158
54,3,6,6237,158
55,3,7,6457,158
56,3,8,5798,158
57,3,9,6018,158
58,3,10,6238,158
59,3,11,6458,158
60,3,12,5799,158
61,3,13,6019,158
62,3,14,6239,158
63,3,15,6459,158
64,4,0,5820,158
65,4,1,6040,158
66,4,2,6260,158
67,4,3,6480,158
68,4,4,5821,158
69,4,5,6041,158
70,4,6,6261,158
71,4,7,6481,158
72,4,8,5822,158
73,4,9,6042,158
74,4,10,6262,158
75,4,11,6482,158
76,4,12,5823,158
77,4,13,6043,158
78,4,14,6263,158
79,4,15,6483,158
80,5,0,5844,158
81,5,1,6064,158
82,5,2,6284,158
83,5,3,6504,158
84,5,4,5845,158
85,5,5,6065,158
86,5,6,6285,158
87,5,7,6505,158
88,5,8,5846,158
89,5,9,6066,158
90,5,10,6286,158
91,5,11,6506,158
92,5,12,5847,158
93,5,13,6067,158
94,5,14,6287,158
95,5,15,6507,158
96,6,0,5868,158
97,6,1,6088,158
98,6,2,6308,158
99,6,3,6528,158
100,6,4,5869,158
101,6,5,6089,158
102,6,6,6309,158
103,6,7,6529,158
104,6,8,5870,158
105,6,9,6090,158
106,6,10,6310,158
107,6,11,6530,158
108,6,12,5871,158
109,6,13,6091,158
110,6,14,6311,158
111,6,15,6531,158
112,7,0,5892,158
113,7,1,6112,158
114,7,2,6332,158
115,7,3,6552,158
116,7,4,5893,158
117,7,5,6113,158
118,7,6,6333,158
119,7,7,6553,158
120,7,8,5894,158
121,7,9,6114,158
122,7,10,6334,158
123,7,11,6554,158
124,7,12,5895,158
125,7,13,6115,158
126,7,14,6335,158
127,7,15,6555,158
128,8,0,5916,158
129,8,1,6136,158
130,8,2,6356,158
131,8,3,6576,158
132,8,4,5917,158
133,8,5,6137,158
134,8,6,6357,158
135,8,7,6577,158
136,8,8,5918,158
137,8,9,6138,158
138,8,10,6358,158
139,8,11,6578,158
140,8,12,5919,158
141,8,13,6139,158
142,8,14,6359,158
143,8,15,6579,158
144,9,0,14524,158
145,9,1,14744,158
146,9,2,14964,158
147,9,3,15184,158
148,9,4,14525,158
149,9,5,14745,158
150,9,6,14965,158
151,9,7,15185,158
152,9,8,14526,158
153,9,9,14746,158
154,9,10,14966,158
155,9,11,15186,158
156,9,12,14527,158
157,9,13,14747,158
158,9,14,14967,158
159,9,15,15187,158
160,10,0,14548,158
161,10,1,14768,158
162,10,2,14988,158
163,10,3,15208,158
164,10,4,14549,158
165,10,5,14769,158
166,10,6,14989,158
167,10,7,15209,158
168,10,8,14550,158
169,10,9,14770,158
170,10,10,14990,158
171,10,11,15210,158
172,10,12,14551,158
173,10,13,14771,158
174,10,14,14991,158
175,10,15,15211,158
176,11,0,14572,158
177,11,1,14792,158
178,11,2,15012,158
179,11,3,15232,158
180,11,4,14573,158
181,11,5,14793,158
182,11,6,15013,158
183,11,7,15233,158
184,11,8,14574,158
185,11,9,14794,158
186,11,10,15014,158
187,11,11,15234,158
188,11,12,14575,158
189,11,13,14795,158
190,11,14,15015,158
191,11,15,15235,158
192,12,0,14596,158
193,12,1,14816,158
194,12,2,15036,158
195,12,3,15256,158
196,12,4,14597,158
197,12,5,14817,158
198,12,6,15037,158
199,12,7,15257,158
200,12,8,14598,158
201,12,9,14818,158
202,12,10,15038,158
203,12,11,15258,158
204,12,12,14599,158
205,12,13,14819,158
206,12,14,15039,158
207,12,15,15259,158
208,13,0,14620,158
209,13,1,14840,158
210,13,2,15060,158
211,13,3,15280,158
212,13,4,14621,158
213,13,5,14841,158
214,13,6,15061,158
215,13,7,15281,158
216,13,8,14622,158
217,13,9,14842,158
218,13,10,15062,158
219,13,11,15282,158
220,13,12,14623,158
221,13,13,14843,158
222,13,14,15063,158
223,13,15,15283,158
224,14,0,14644,158
225,14,1,14864,158
226,14,2,15084,158
227,14,3,15304,158
228,14,4,14645,158
229,14,5,14865,158
230,14,6,15085,158
231,14,7,15305,158
232,14,8,14646,158
233,14,9,14866,158
234,14,10,15086,158
235,14,11,15306,158
236,14,12,14647,158
237,14,13,14867,158
238,14,14,15087,158
239,14,15,15307,158
240,15,0,14668,158
241,15,1,14888,158
242,15,2,15108,158
243,15,3,15328,158
244,15,4,14669,158
245,15,5,14889,158
246,15,6,15109,158
247,15,7,15329,158
248,15,8,14670,158
249,15,9,14890,158
250,15,10,15110,158
251,15,11,15330,158
252,15,12,14671,158
253,15,13,14891,158
254,15,14,15111,158
255,15,15,15331,158
256,16,0,14692,158
257,16,1,14912,158
258,16,2,15132,158
259,16,3,15352,158
260,16,4,14693,158
261,16,5,14913,158
262,16,6,15133,158
263,16,7,15353,158
264,16,8,14694,158
265,16,9,14914,158
266,16,10,15134,158
267,16,11,15354,158
268,16,12,14695,158
269,16,13,14915,158
270,16,14,15135,158
271,16,15,15355,158
272,17,0,14716,158
273,17,1,14936,158
274,17,2,15156,158
275,17,3,15376,158
276,17,4,14717,158
277,17,5,14937,158
278,17,6,15157,158
279,17,7,15377,158
280,17,8,14718,158
281,17,9,14938,158
282,17,10,15158,158
283,17,11,15378,158
284,17,12,14719,158
285,17,13,14939,158
286,17,14,15159,158
287,17,15,15379,158
288,18,0,23324,158
289,18,1,23544,158
290,18,2,23764,158
291,18,3,23984,158
292,18,4,23325,158
293,18,5,23545,158
294,18,6,23765,158
295,18,7,23985,158
296,18,8,23326,158
297,18,9,23546,158
298,18,10,23766,158
299,18,11,23986,158
300,18,12,23327,158
301,18,13,23547,158
302,18,14,23767,158
303,18,15,23987,158
304,19,0,23348,158
305,19,1,23568,158
306,19,2,23788,158
307,19,3,24008,158
308,19,4,23349,158
309,19,5,23569,158
310,19,6,23789,158
311,19,7,24009,158
312,19,8,23350,158
313,19,9,23570,158
314,19,10,23790,158
315,19,11,24010,158
316,19,12,23351,158
317,19,13,23571,158
318,19,14,23791,158
319,19,15,24011,158
320,20,0,23372,158
321,20,1,23592,158
322,20,2,23812,158
323,20,3,24032,158
324,20,4,23373,158
325,20,5,23593,158
326,20,6,23813,158
327,20,7,24033,158
328,20,8,23374,158
329,20,9,23594,158
330,20,10,23814,158
331,20,11,24034,158
332,20,12,23375,158
333,20,13,23595,158
334,20,14,23815,158
335,20,15,24035,158
336,21,0,23396,158
337,21,1,23616,158
338,21,2,23836,158
339,21,3,24056,158
340,21,4,23397,158
341,21,5,23617,158
342,21,6,23837,158
343,21,7,24057,158
344,21,8,23398,158
345,21,9,23618,158
346,21,10,23838,158
347,21,11,24058,158
348,21,12,23399,158
349,21,13,23619,158
350,21,14,23839,158
351,21,15,24059,158
352,22,0,23420,158
353,22,1,23640,158
354,22,2,23860,158
355,22,3,24080,158
356,22,4,23421,158
357,22,5,23641,158
358,22,6,23861,158
359,22,7,24081,158
360,22,8,23422,158
361,22,9,23642,158
362,22,10,23862,158
363,22,11,24082,158
364,22,12,23423,158
365,22,13,23643,158
366,22,14,23863,158
367,22,15,24083,158
368,23,0,23444,158
369,23,1,23664,158
370,23,2,23884,158
371,23,3,24104,158
372,23,4,23445,158
373,23,5,23665,158
374,23,6,23885,158
375,23,7,24105,158
376,23,8,23446,158
377,23,9,23666,158
378,23,10,23886,158
379,23,11,24106,158
380,23,12,23447,158
381,23,13,23667,158
382,23,14,23887,158
383,23,15,24107,158
384,24,0,23468,158
385,24,1,23688,158
386,24,2,23908,158
387,24,3,24128,158
388,24,4,23469,158
389,24,5,23689,158
390,24,6,23909,158
391,24,7,24129,158
392,24,8,23470,158
393,24,9,23690,158
394,24,10,23910,158
395,24,11,24130,158
396,24,12,23471,158
397,24,13,23691,158
398,24,14,23911,158
399,24,15,24131,158
400,25,0,23492,158
401,25,1,23712,158
402,25,2,23932,158
403,25,3,24152,158
404,25,4,23493,158
405,25,5,23713,158
406,25,6,23933,158
407,25,7,24153,158
408,25,8,23494,158
409,25,9,23714,158
410,25,10,23934,158
411,25,11,24154,158
412,25,12,23495,158
413,25,13,23715,158
414,25,14,23935,158
415,25,15,24155,158
416,26,0,23516,158
417,26,1,23736,158
418,26,2,23956,158
419,26,3,24176,158
420,26,4,23517,158
421,26,5,23737,158
422,26,6,23957,158
423,26,7,24177,158
424,26,8,23518,158
425,26,9,23738,158
426,26,10,23958,158
427,26,11,24178,158
428,26,12,23519,158
429,26,13,23739,158
430,26,14,23959,158
431,26,15,24179,158
