,tile,el_i_in_tile,el,config
0,0,0,2216,68
1,0,1,2436,68
2,0,2,2656,68
3,0,3,2876,68
4,0,4,2217,68
5,0,5,2437,68
6,0,6,2657,68
7,0,7,2877,68
8,0,8,2218,68
9,0,9,2438,68
10,0,10,2658,68
11,0,11,2878,68
12,0,12,2219,68
13,0,13,2439,68
14,0,14,2659,68
15,0,15,2879,68
16,1,0,2240,68
17,1,1,2460,68
18,1,2,2680,68
19,1,3,2900,68
20,1,4,2241,68
21,1,5,2461,68
22,1,6,2681,68
23,1,7,2901,68
24,1,8,2242,68
25,1,9,2462,68
26,1,10,2682,68
27,1,11,2902,68
28,1,12,2243,68
29,1,13,2463,68
30,1,14,2683,68
31,1,15,2903,68
32,2,0,2264,68
33,2,1,2484,68
34,2,2,2704,68
35,2,3,2924,68
36,2,4,2265,68
37,2,5,2485,68
38,2,6,2705,68
39,2,7,2925,68
40,2,8,2266,68
41,2,9,2486,68
42,2,10,2706,68
43,2,11,2926,68
44,2,12,2267,68
45,2,13,2487,68
46,2,14,2707,68
47,2,15,2927,68
48,3,0,2288,68
49,3,1,2508,68
50,3,2,2728,68
51,3,3,2948,68
52,3,4,2289,68
53,3,5,2509,68
54,3,6,2729,68
55,3,7,2949,68
56,3,8,2290,68
57,3,9,2510,68
58,3,10,2730,68
59,3,11,2950,68
60,3,12,2291,68
61,3,13,2511,68
62,3,14,2731,68
63,3,15,2951,68
64,4,0,2312,68
65,4,1,2532,68
66,4,2,2752,68
67,4,3,2972,68
68,4,4,2313,68
69,4,5,2533,68
70,4,6,2753,68
71,4,7,2973,68
72,4,8,2314,68
73,4,9,2534,68
74,4,10,2754,68
75,4,11,2974,68
76,4,12,2315,68
77,4,13,2535,68
78,4,14,2755,68
79,4,15,2975,68
80,5,0,2336,68
81,5,1,2556,68
82,5,2,2776,68
83,5,3,2996,68
84,5,4,2337,68
85,5,5,2557,68
86,5,6,2777,68
87,5,7,2997,68
88,5,8,2338,68
89,5,9,2558,68
90,5,10,2778,68
91,5,11,2998,68
92,5,12,2339,68
93,5,13,2559,68
94,5,14,2779,68
95,5,15,2999,68
96,6,0,2360,68
97,6,1,2580,68
98,6,2,2800,68
99,6,3,3020,68
100,6,4,2361,68
101,6,5,2581,68
102,6,6,2801,68
103,6,7,3021,68
104,6,8,2362,68
105,6,9,2582,68
106,6,10,2802,68
107,6,11,3022,68
108,6,12,2363,68
109,6,13,2583,68
110,6,14,2803,68
111,6,15,3023,68
112,7,0,2384,68
113,7,1,2604,68
114,7,2,2824,68
115,7,3,3044,68
116,7,4,2385,68
117,7,5,2605,68
118,7,6,2825,68
119,7,7,3045,68
120,7,8,2386,68
121,7,9,2606,68
122,7,10,2826,68
123,7,11,3046,68
124,7,12,2387,68
125,7,13,2607,68
126,7,14,2827,68
127,7,15,3047,68
128,8,0,2408,68
129,8,1,2628,68
130,8,2,2848,68
131,8,3,3068,68
132,8,4,2409,68
133,8,5,2629,68
134,8,6,2849,68
135,8,7,3069,68
136,8,8,2410,68
137,8,9,2630,68
138,8,10,2850,68
139,8,11,3070,68
140,8,12,2411,68
141,8,13,2631,68
142,8,14,2851,68
143,8,15,3071,68
144,9,0,11016,68
145,9,1,11236,68
146,9,2,11456,68
147,9,3,11676,68
148,9,4,11017,68
149,9,5,11237,68
150,9,6,11457,68
151,9,7,11677,68
152,9,8,11018,68
153,9,9,11238,68
154,9,10,11458,68
155,9,11,11678,68
156,9,12,11019,68
157,9,13,11239,68
158,9,14,11459,68
159,9,15,11679,68
160,10,0,11040,68
161,10,1,11260,68
162,10,2,11480,68
163,10,3,11700,68
164,10,4,11041,68
165,10,5,11261,68
166,10,6,11481,68
167,10,7,11701,68
168,10,8,11042,68
169,10,9,11262,68
170,10,10,11482,68
171,10,11,11702,68
172,10,12,11043,68
173,10,13,11263,68
