,tile,el_i_in_tile,el,config
0,0,0,7058,201
1,0,1,7278,201
2,0,2,7498,201
3,0,3,7718,201
4,0,4,7059,201
5,0,5,7279,201
6,0,6,7499,201
7,0,7,7719,201
8,0,8,7060,201
9,0,9,7280,201
10,0,10,7500,201
11,0,11,7720,201
12,0,12,7061,201
13,0,13,7281,201
14,0,14,7501,201
15,0,15,7721,201
16,1,0,7082,201
17,1,1,7302,201
18,1,2,7522,201
19,1,3,7742,201
20,1,4,7083,201
21,1,5,7303,201
22,1,6,7523,201
23,1,7,7743,201
24,1,8,7084,201
25,1,9,7304,201
26,1,10,7524,201
27,1,11,7744,201
28,1,12,7085,201
29,1,13,7305,201
30,1,14,7525,201
31,1,15,7745,201
32,2,0,7106,201
33,2,1,7326,201
34,2,2,7546,201
35,2,3,7766,201
36,2,4,7107,201
37,2,5,7327,201
38,2,6,7547,201
39,2,7,7767,201
40,2,8,7108,201
41,2,9,7328,201
42,2,10,7548,201
43,2,11,7768,201
44,2,12,7109,201
45,2,13,7329,201
46,2,14,7549,201
47,2,15,7769,201
48,3,0,7130,201
49,3,1,7350,201
50,3,2,7570,201
51,3,3,7790,201
52,3,4,7131,201
53,3,5,7351,201
54,3,6,7571,201
55,3,7,7791,201
56,3,8,7132,201
57,3,9,7352,201
58,3,10,7572,201
59,3,11,7792,201
60,3,12,7133,201
61,3,13,7353,201
62,3,14,7573,201
63,3,15,7793,201
64,4,0,7154,201
65,4,1,7374,201
66,4,2,7594,201
67,4,3,7814,201
68,4,4,7155,201
69,4,5,7375,201
70,4,6,7595,201
71,4,7,7815,201
72,4,8,7156,201
73,4,9,7376,201
74,4,10,7596,201
75,4,11,7816,201
76,4,12,7157,201
77,4,13,7377,201
78,4,14,7597,201
79,4,15,7817,201
80,5,0,7178,201
81,5,1,7398,201
82,5,2,7618,201
83,5,3,7838,201
84,5,4,7179,201
85,5,5,7399,201
86,5,6,7619,201
87,5,7,7839,201
88,5,8,7180,201
89,5,9,7400,201
90,5,10,7620,201
91,5,11,7840,201
92,5,12,7181,201
93,5,13,7401,201
94,5,14,7621,201
