,tile,el_i_in_tile,el,config
0,0,0,20,10
1,0,1,240,10
2,0,2,460,10
3,0,3,680,10
4,0,4,21,10
5,0,5,241,10
6,0,6,461,10
7,0,7,681,10
8,0,8,22,10
9,0,9,242,10
10,0,10,462,10
11,0,11,682,10
12,0,12,23,10
13,0,13,243,10
14,0,14,463,10
15,0,15,683,10
16,1,0,44,10
17,1,1,264,10
18,1,2,484,10
19,1,3,704,10
20,1,4,45,10
21,1,5,265,10
22,1,6,485,10
23,1,7,705,10
24,1,8,46,10
25,1,9,266,10
26,1,10,486,10
27,1,11,706,10
28,1,12,47,10
29,1,13,267,10
30,1,14,487,10
31,1,15,707,10
32,2,0,68,10
33,2,1,288,10
34,2,2,508,10
35,2,3,728,10
36,2,4,69,10
37,2,5,289,10
38,2,6,509,10
39,2,7,729,10
40,2,8,70,10
41,2,9,290,10
42,2,10,510,10
43,2,11,730,10
44,2,12,71,10
45,2,13,291,10
46,2,14,511,10
47,2,15,731,10
48,3,0,92,10
49,3,1,312,10
50,3,2,532,10
51,3,3,752,10
52,3,4,93,10
53,3,5,313,10
54,3,6,533,10
55,3,7,753,10
56,3,8,94,10
57,3,9,314,10
58,3,10,534,10
59,3,11,754,10
60,3,12,95,10
61,3,13,315,10
62,3,14,535,10
63,3,15,755,10
64,4,0,116,10
65,4,1,336,10
66,4,2,556,10
67,4,3,776,10
68,4,4,117,10
69,4,5,337,10
70,4,6,557,10
71,4,7,777,10
72,4,8,118,10
73,4,9,338,10
74,4,10,558,10
75,4,11,778,10
76,4,12,119,10
77,4,13,339,10
78,4,14,559,10
79,4,15,779,10
80,5,0,140,10
81,5,1,360,10
82,5,2,580,10
83,5,3,800,10
84,5,4,141,10
85,5,5,361,10
86,5,6,581,10
87,5,7,801,10
88,5,8,142,10
89,5,9,362,10
90,5,10,582,10
91,5,11,802,10
92,5,12,143,10
93,5,13,363,10
94,5,14,583,10
95,5,15,803,10
96,6,0,164,10
97,6,1,384,10
98,6,2,604,10
99,6,3,824,10
100,6,4,165,10
101,6,5,385,10
102,6,6,605,10
103,6,7,825,10
104,6,8,166,10
105,6,9,386,10
106,6,10,606,10
107,6,11,826,10
108,6,12,167,10
109,6,13,387,10
110,6,14,607,10
111,6,15,827,10
112,7,0,188,10
113,7,1,408,10
114,7,2,628,10
115,7,3,848,10
116,7,4,189,10
117,7,5,409,10
118,7,6,629,10
119,7,7,849,10
120,7,8,190,10
121,7,9,410,10
122,7,10,630,10
123,7,11,850,10
124,7,12,191,10
125,7,13,411,10
126,7,14,631,10
127,7,15,851,10
128,8,0,212,10
129,8,1,432,10
130,8,2,652,10
131,8,3,872,10
132,8,4,213,10
133,8,5,433,10
134,8,6,653,10
135,8,7,873,10
136,8,8,214,10
137,8,9,434,10
138,8,10,654,10
139,8,11,874,10
140,8,12,215,10
141,8,13,435,10
142,8,14,655,10
143,8,15,875,10
144,9,0,8820,10
145,9,1,9040,10
146,9,2,9260,10
147,9,3,9480,10
148,9,4,8821,10
149,9,5,9041,10
150,9,6,9261,10
151,9,7,9481,10
152,9,8,8822,10
153,9,9,9042,10
154,9,10,9262,10
155,9,11,9482,10
156,9,12,8823,10
157,9,13,9043,10
158,9,14,9263,10
159,9,15,9483,10
160,10,0,8844,10
161,10,1,9064,10
162,10,2,9284,10
163,10,3,9504,10
164,10,4,8845,10
165,10,5,9065,10
166,10,6,9285,10
167,10,7,9505,10
168,10,8,8846,10
169,10,9,9066,10
170,10,10,9286,10
171,10,11,9506,10
172,10,12,8847,10
173,10,13,9067,10
174,10,14,9287,10
175,10,15,9507,10
176,11,0,8868,10
177,11,1,9088,10
178,11,2,9308,10
179,11,3,9528,10
180,11,4,8869,10
181,11,5,9089,10
182,11,6,9309,10
183,11,7,9529,10
