,tile,el_i_in_tile,el,config
0,0,0,4842,133
1,0,1,5062,133
2,0,2,5282,133
3,0,3,5502,133
4,0,4,4843,133
5,0,5,5063,133
6,0,6,5283,133
7,0,7,5503,133
8,0,8,4844,133
9,0,9,5064,133
10,0,10,5284,133
11,0,11,5504,133
12,0,12,4845,133
13,0,13,5065,133
14,0,14,5285,133
15,0,15,5505,133
16,1,0,4866,133
17,1,1,5086,133
18,1,2,5306,133
19,1,3,5526,133
20,1,4,4867,133
21,1,5,5087,133
22,1,6,5307,133
23,1,7,5527,133
24,1,8,4868,133
25,1,9,5088,133
26,1,10,5308,133
27,1,11,5528,133
28,1,12,4869,133
29,1,13,5089,133
30,1,14,5309,133
31,1,15,5529,133
32,2,0,4890,133
33,2,1,5110,133
34,2,2,5330,133
35,2,3,5550,133
36,2,4,4891,133
37,2,5,5111,133
38,2,6,5331,133
39,2,7,5551,133
40,2,8,4892,133
41,2,9,5112,133
42,2,10,5332,133
43,2,11,5552,133
44,2,12,4893,133
45,2,13,5113,133
46,2,14,5333,133
47,2,15,5553,133
48,3,0,4914,133
49,3,1,5134,133
50,3,2,5354,133
51,3,3,5574,133
52,3,4,4915,133
53,3,5,5135,133
54,3,6,5355,133
55,3,7,5575,133
56,3,8,4916,133
57,3,9,5136,133
58,3,10,5356,133
59,3,11,5576,133
60,3,12,4917,133
61,3,13,5137,133
62,3,14,5357,133
63,3,15,5577,133
64,4,0,4938,133
65,4,1,5158,133
66,4,2,5378,133
67,4,3,5598,133
68,4,4,4939,133
69,4,5,5159,133
70,4,6,5379,133
71,4,7,5599,133
72,4,8,4940,133
73,4,9,5160,133
74,4,10,5380,133
75,4,11,5600,133
76,4,12,4941,133
77,4,13,5161,133
78,4,14,5381,133
79,4,15,5601,133
80,5,0,4962,133
81,5,1,5182,133
82,5,2,5402,133
83,5,3,5622,133
84,5,4,4963,133
85,5,5,5183,133
86,5,6,5403,133
87,5,7,5623,133
88,5,8,4964,133
89,5,9,5184,133
90,5,10,5404,133
91,5,11,5624,133
92,5,12,4965,133
93,5,13,5185,133
94,5,14,5405,133
95,5,15,5625,133
96,6,0,4986,133
97,6,1,5206,133
98,6,2,5426,133
99,6,3,5646,133
100,6,4,4987,133
101,6,5,5207,133
102,6,6,5427,133
103,6,7,5647,133
104,6,8,4988,133
105,6,9,5208,133
106,6,10,5428,133
107,6,11,5648,133
108,6,12,4989,133
109,6,13,5209,133
110,6,14,5429,133
111,6,15,5649,133
112,7,0,5010,133
113,7,1,5230,133
114,7,2,5450,133
115,7,3,5670,133
116,7,4,5011,133
117,7,5,5231,133
118,7,6,5451,133
119,7,7,5671,133
120,7,8,5012,133
121,7,9,5232,133
122,7,10,5452,133
123,7,11,5672,133
124,7,12,5013,133
125,7,13,5233,133
126,7,14,5453,133
127,7,15,5673,133
128,8,0,5034,133
129,8,1,5254,133
130,8,2,5474,133
131,8,3,5694,133
132,8,4,5035,133
133,8,5,5255,133
134,8,6,5475,133
135,8,7,5695,133
136,8,8,5036,133
137,8,9,5256,133
138,8,10,5476,133
139,8,11,5696,133
140,8,12,5037,133
141,8,13,5257,133
142,8,14,5477,133
143,8,15,5697,133
144,9,0,13642,133
145,9,1,13862,133
146,9,2,14082,133
147,9,3,14302,133
148,9,4,13643,133
149,9,5,13863,133
150,9,6,14083,133
151,9,7,14303,133
152,9,8,13644,133
153,9,9,13864,133
154,9,10,14084,133
155,9,11,14304,133
156,9,12,13645,133
157,9,13,13865,133
158,9,14,14085,133
159,9,15,14305,133
160,10,0,13666,133
161,10,1,13886,133
162,10,2,14106,133
163,10,3,14326,133
164,10,4,13667,133
165,10,5,13887,133
166,10,6,14107,133
167,10,7,14327,133
168,10,8,13668,133
169,10,9,13888,133
170,10,10,14108,133
171,10,11,14328,133
172,10,12,13669,133
173,10,13,13889,133
174,10,14,14109,133
175,10,15,14329,133
176,11,0,13690,133
177,11,1,13910,133
178,11,2,14130,133
179,11,3,14350,133
180,11,4,13691,133
181,11,5,13911,133
182,11,6,14131,133
183,11,7,14351,133
184,11,8,13692,133
185,11,9,13912,133
186,11,10,14132,133
187,11,11,14352,133
188,11,12,13693,133
189,11,13,13913,133
190,11,14,14133,133
191,11,15,14353,133
192,12,0,13714,133
193,12,1,13934,133
194,12,2,14154,133
195,12,3,14374,133
196,12,4,13715,133
197,12,5,13935,133
198,12,6,14155,133
199,12,7,14375,133
200,12,8,13716,133
201,12,9,13936,133
202,12,10,14156,133
203,12,11,14376,133
204,12,12,13717,133
205,12,13,13937,133
206,12,14,14157,133
207,12,15,14377,133
208,13,0,13738,133
209,13,1,13958,133
210,13,2,14178,133
211,13,3,14398,133
212,13,4,13739,133
213,13,5,13959,133
214,13,6,14179,133
215,13,7,14399,133
216,13,8,13740,133
217,13,9,13960,133
218,13,10,14180,133
219,13,11,14400,133
220,13,12,13741,133
221,13,13,13961,133
222,13,14,14181,133
223,13,15,14401,133
224,14,0,13762,133
225,14,1,13982,133
226,14,2,14202,133
227,14,3,14422,133
228,14,4,13763,133
229,14,5,13983,133
230,14,6,14203,133
231,14,7,14423,133
232,14,8,13764,133
233,14,9,13984,133
234,14,10,14204,133
235,14,11,14424,133
