,tile,el_i_in_tile,el,config
0,0,0,6604,182
1,0,1,6824,182
2,0,2,7044,182
3,0,3,7264,182
4,0,4,6605,182
5,0,5,6825,182
6,0,6,7045,182
7,0,7,7265,182
8,0,8,6606,182
9,0,9,6826,182
10,0,10,7046,182
11,0,11,7266,182
12,0,12,6607,182
13,0,13,6827,182
14,0,14,7047,182
15,0,15,7267,182
16,1,0,6628,182
17,1,1,6848,182
18,1,2,7068,182
19,1,3,7288,182
20,1,4,6629,182
21,1,5,6849,182
22,1,6,7069,182
23,1,7,7289,182
24,1,8,6630,182
25,1,9,6850,182
26,1,10,7070,182
27,1,11,7290,182
28,1,12,6631,182
29,1,13,6851,182
30,1,14,7071,182
31,1,15,7291,182
32,2,0,6652,182
33,2,1,6872,182
34,2,2,7092,182
35,2,3,7312,182
36,2,4,6653,182
37,2,5,6873,182
38,2,6,7093,182
39,2,7,7313,182
40,2,8,6654,182
41,2,9,6874,182
42,2,10,7094,182
43,2,11,7314,182
44,2,12,6655,182
45,2,13,6875,182
46,2,14,7095,182
47,2,15,7315,182
48,3,0,6676,182
49,3,1,6896,182
50,3,2,7116,182
51,3,3,7336,182
52,3,4,6677,182
53,3,5,6897,182
54,3,6,7117,182
55,3,7,7337,182
56,3,8,6678,182
57,3,9,6898,182
58,3,10,7118,182
59,3,11,7338,182
60,3,12,6679,182
61,3,13,6899,182
62,3,14,7119,182
63,3,15,7339,182
64,4,0,6700,182
65,4,1,6920,182
66,4,2,7140,182
67,4,3,7360,182
68,4,4,6701,182
69,4,5,6921,182
70,4,6,7141,182
71,4,7,7361,182
72,4,8,6702,182
73,4,9,6922,182
74,4,10,7142,182
75,4,11,7362,182
76,4,12,6703,182
77,4,13,6923,182
78,4,14,7143,182
79,4,15,7363,182
80,5,0,6724,182
81,5,1,6944,182
82,5,2,7164,182
83,5,3,7384,182
84,5,4,6725,182
85,5,5,6945,182
86,5,6,7165,182
87,5,7,7385,182
88,5,8,6726,182
89,5,9,6946,182
90,5,10,7166,182
91,5,11,7386,182
92,5,12,6727,182
93,5,13,6947,182
94,5,14,7167,182
95,5,15,7387,182
96,6,0,6748,182
97,6,1,6968,182
98,6,2,7188,182
99,6,3,7408,182
100,6,4,6749,182
101,6,5,6969,182
102,6,6,7189,182
103,6,7,7409,182
104,6,8,6750,182
105,6,9,6970,182
106,6,10,7190,182
107,6,11,7410,182
108,6,12,6751,182
109,6,13,6971,182
110,6,14,7191,182
111,6,15,7411,182
112,7,0,6772,182
113,7,1,6992,182
114,7,2,7212,182
115,7,3,7432,182
116,7,4,6773,182
117,7,5,6993,182
118,7,6,7213,182
119,7,7,7433,182
120,7,8,6774,182
121,7,9,6994,182
122,7,10,7214,182
123,7,11,7434,182
124,7,12,6775,182
125,7,13,6995,182
126,7,14,7215,182
127,7,15,7435,182
128,8,0,6796,182
129,8,1,7016,182
130,8,2,7236,182
131,8,3,7456,182
132,8,4,6797,182
133,8,5,7017,182
134,8,6,7237,182
135,8,7,7457,182
136,8,8,6798,182
137,8,9,7018,182
138,8,10,7238,182
139,8,11,7458,182
140,8,12,6799,182
141,8,13,7019,182
142,8,14,7239,182
143,8,15,7459,182
144,9,0,15404,182
145,9,1,15624,182
146,9,2,15844,182
147,9,3,16064,182
148,9,4,15405,182
149,9,5,15625,182
150,9,6,15845,182
151,9,7,16065,182
152,9,8,15406,182
153,9,9,15626,182
154,9,10,15846,182
155,9,11,16066,182
156,9,12,15407,182
157,9,13,15627,182
158,9,14,15847,182
159,9,15,16067,182
160,10,0,15428,182
161,10,1,15648,182
162,10,2,15868,182
163,10,3,16088,182
164,10,4,15429,182
165,10,5,15649,182
166,10,6,15869,182
167,10,7,16089,182
168,10,8,15430,182
169,10,9,15650,182
170,10,10,15870,182
171,10,11,16090,182
172,10,12,15431,182
173,10,13,15651,182
174,10,14,15871,182
175,10,15,16091,182
176,11,0,15452,182
177,11,1,15672,182
178,11,2,15892,182
179,11,3,16112,182
180,11,4,15453,182
181,11,5,15673,182
182,11,6,15893,182
183,11,7,16113,182
184,11,8,15454,182
185,11,9,15674,182
186,11,10,15894,182
187,11,11,16114,182
188,11,12,15455,182
189,11,13,15675,182
190,11,14,15895,182
191,11,15,16115,182
192,12,0,15476,182
193,12,1,15696,182
194,12,2,15916,182
195,12,3,16136,182
196,12,4,15477,182
197,12,5,15697,182
198,12,6,15917,182
199,12,7,16137,182
200,12,8,15478,182
201,12,9,15698,182
202,12,10,15918,182
203,12,11,16138,182
204,12,12,15479,182
205,12,13,15699,182
206,12,14,15919,182
207,12,15,16139,182
208,13,0,15500,182
209,13,1,15720,182
210,13,2,15940,182
211,13,3,16160,182
212,13,4,15501,182
213,13,5,15721,182
214,13,6,15941,182
215,13,7,16161,182
216,13,8,15502,182
217,13,9,15722,182
218,13,10,15942,182
219,13,11,16162,182
220,13,12,15503,182
221,13,13,15723,182
222,13,14,15943,182
223,13,15,16163,182
224,14,0,15524,182
225,14,1,15744,182
226,14,2,15964,182
227,14,3,16184,182
228,14,4,15525,182
229,14,5,15745,182
230,14,6,15965,182
231,14,7,16185,182
232,14,8,15526,182
233,14,9,15746,182
234,14,10,15966,182
235,14,11,16186,182
236,14,12,15527,182
237,14,13,15747,182
238,14,14,15967,182
239,14,15,16187,182
240,15,0,15548,182
241,15,1,15768,182
242,15,2,15988,182
243,15,3,16208,182
244,15,4,15549,182
245,15,5,15769,182
246,15,6,15989,182
247,15,7,16209,182
248,15,8,15550,182
249,15,9,15770,182
250,15,10,15990,182
251,15,11,16210,182
252,15,12,15551,182
253,15,13,15771,182
254,15,14,15991,182
255,15,15,16211,182
256,16,0,15572,182
257,16,1,15792,182
258,16,2,16012,182
259,16,3,16232,182
260,16,4,15573,182
261,16,5,15793,182
262,16,6,16013,182
263,16,7,16233,182
264,16,8,15574,182
265,16,9,15794,182
266,16,10,16014,182
267,16,11,16234,182
268,16,12,15575,182
269,16,13,15795,182
270,16,14,16015,182
271,16,15,16235,182
272,17,0,15596,182
273,17,1,15816,182
274,17,2,16036,182
275,17,3,16256,182
276,17,4,15597,182
277,17,5,15817,182
278,17,6,16037,182
279,17,7,16257,182
280,17,8,15598,182
281,17,9,15818,182
282,17,10,16038,182
283,17,11,16258,182
284,17,12,15599,182
285,17,13,15819,182
286,17,14,16039,182
287,17,15,16259,182
288,18,0,24204,182
289,18,1,24424,182
290,18,2,24644,182
291,18,3,24864,182
292,18,4,24205,182
293,18,5,24425,182
294,18,6,24645,182
295,18,7,24865,182
296,18,8,24206,182
297,18,9,24426,182
298,18,10,24646,182
299,18,11,24866,182
300,18,12,24207,182
301,18,13,24427,182
302,18,14,24647,182
303,18,15,24867,182
304,19,0,24228,182
305,19,1,24448,182
306,19,2,24668,182
307,19,3,24888,182
308,19,4,24229,182
309,19,5,24449,182
310,19,6,24669,182
311,19,7,24889,182
312,19,8,24230,182
313,19,9,24450,182
314,19,10,24670,182
315,19,11,24890,182
316,19,12,24231,182
317,19,13,24451,182
318,19,14,24671,182
319,19,15,24891,182
320,20,0,24252,182
321,20,1,24472,182
322,20,2,24692,182
323,20,3,24912,182
324,20,4,24253,182
325,20,5,24473,182
326,20,6,24693,182
327,20,7,24913,182
328,20,8,24254,182
329,20,9,24474,182
330,20,10,24694,182
331,20,11,24914,182
332,20,12,24255,182
333,20,13,24475,182
334,20,14,24695,182
335,20,15,24915,182
336,21,0,24276,182
337,21,1,24496,182
338,21,2,24716,182
339,21,3,24936,182
340,21,4,24277,182
341,21,5,24497,182
342,21,6,24717,182
343,21,7,24937,182
344,21,8,24278,182
345,21,9,24498,182
346,21,10,24718,182
347,21,11,24938,182
348,21,12,24279,182
349,21,13,24499,182
350,21,14,24719,182
351,21,15,24939,182
352,22,0,24300,182
353,22,1,24520,182
354,22,2,24740,182
355,22,3,24960,182
356,22,4,24301,182
357,22,5,24521,182
358,22,6,24741,182
359,22,7,24961,182
360,22,8,24302,182
361,22,9,24522,182
362,22,10,24742,182
363,22,11,24962,182
364,22,12,24303,182
365,22,13,24523,182
366,22,14,24743,182
367,22,15,24963,182
368,23,0,24324,182
369,23,1,24544,182
370,23,2,24764,182
371,23,3,24984,182
372,23,4,24325,182
373,23,5,24545,182
374,23,6,24765,182
375,23,7,24985,182
376,23,8,24326,182
377,23,9,24546,182
378,23,10,24766,182
379,23,11,24986,182
380,23,12,24327,182
381,23,13,24547,182
382,23,14,24767,182
383,23,15,24987,182
384,24,0,24348,182
385,24,1,24568,182
386,24,2,24788,182
387,24,3,25008,182
388,24,4,24349,182
389,24,5,24569,182
390,24,6,24789,182
391,24,7,25009,182
392,24,8,24350,182
393,24,9,24570,182
394,24,10,24790,182
395,24,11,25010,182
396,24,12,24351,182
397,24,13,24571,182
398,24,14,24791,182
399,24,15,25011,182
400,25,0,24372,182
401,25,1,24592,182
402,25,2,24812,182
403,25,3,25032,182
404,25,4,24373,182
405,25,5,24593,182
406,25,6,24813,182
407,25,7,25033,182
408,25,8,24374,182
409,25,9,24594,182
410,25,10,24814,182
411,25,11,25034,182
412,25,12,24375,182
413,25,13,24595,182
414,25,14,24815,182
415,25,15,25035,182
416,26,0,24396,182
417,26,1,24616,182
418,26,2,24836,182
419,26,3,25056,182
420,26,4,24397,182
421,26,5,24617,182
422,26,6,24837,182
423,26,7,25057,182
424,26,8,24398,182
425,26,9,24618,182
426,26,10,24838,182
427,26,11,25058,182
428,26,12,24399,182
429,26,13,24619,182
430,26,14,24839,182
431,26,15,25059,182
