,tile,el_i_in_tile,el,config
0,0,0,7042,193
1,0,1,7262,193
2,0,2,7482,193
3,0,3,7702,193
4,0,4,7043,193
5,0,5,7263,193
6,0,6,7483,193
7,0,7,7703,193
8,0,8,7044,193
9,0,9,7264,193
10,0,10,7484,193
11,0,11,7704,193
12,0,12,7045,193
13,0,13,7265,193
14,0,14,7485,193
15,0,15,7705,193
16,1,0,7066,193
17,1,1,7286,193
18,1,2,7506,193
19,1,3,7726,193
20,1,4,7067,193
21,1,5,7287,193
22,1,6,7507,193
23,1,7,7727,193
24,1,8,7068,193
25,1,9,7288,193
26,1,10,7508,193
27,1,11,7728,193
28,1,12,7069,193
29,1,13,7289,193
30,1,14,7509,193
31,1,15,7729,193
32,2,0,7090,193
33,2,1,7310,193
34,2,2,7530,193
35,2,3,7750,193
36,2,4,7091,193
37,2,5,7311,193
38,2,6,7531,193
39,2,7,7751,193
40,2,8,7092,193
41,2,9,7312,193
42,2,10,7532,193
43,2,11,7752,193
44,2,12,7093,193
45,2,13,7313,193
46,2,14,7533,193
47,2,15,7753,193
48,3,0,7114,193
49,3,1,7334,193
50,3,2,7554,193
51,3,3,7774,193
52,3,4,7115,193
53,3,5,7335,193
54,3,6,7555,193
55,3,7,7775,193
56,3,8,7116,193
57,3,9,7336,193
58,3,10,7556,193
59,3,11,7776,193
60,3,12,7117,193
61,3,13,7337,193
62,3,14,7557,193
63,3,15,7777,193
64,4,0,7138,193
65,4,1,7358,193
66,4,2,7578,193
67,4,3,7798,193
68,4,4,7139,193
69,4,5,7359,193
70,4,6,7579,193
71,4,7,7799,193
72,4,8,7140,193
73,4,9,7360,193
74,4,10,7580,193
75,4,11,7800,193
76,4,12,7141,193
77,4,13,7361,193
78,4,14,7581,193
79,4,15,7801,193
80,5,0,7162,193
81,5,1,7382,193
82,5,2,7602,193
83,5,3,7822,193
84,5,4,7163,193
85,5,5,7383,193
86,5,6,7603,193
87,5,7,7823,193
88,5,8,7164,193
89,5,9,7384,193
90,5,10,7604,193
91,5,11,7824,193
92,5,12,7165,193
93,5,13,7385,193
94,5,14,7605,193
95,5,15,7825,193
96,6,0,7186,193
97,6,1,7406,193
98,6,2,7626,193
99,6,3,7846,193
100,6,4,7187,193
101,6,5,7407,193
102,6,6,7627,193
103,6,7,7847,193
104,6,8,7188,193
105,6,9,7408,193
106,6,10,7628,193
107,6,11,7848,193
108,6,12,7189,193
109,6,13,7409,193
110,6,14,7629,193
111,6,15,7849,193
112,7,0,7210,193
113,7,1,7430,193
114,7,2,7650,193
115,7,3,7870,193
116,7,4,7211,193
117,7,5,7431,193
118,7,6,7651,193
119,7,7,7871,193
120,7,8,7212,193
121,7,9,7432,193
122,7,10,7652,193
123,7,11,7872,193
124,7,12,7213,193
125,7,13,7433,193
126,7,14,7653,193
127,7,15,7873,193
128,8,0,7234,193
129,8,1,7454,193
130,8,2,7674,193
131,8,3,7894,193
132,8,4,7235,193
133,8,5,7455,193
134,8,6,7675,193
135,8,7,7895,193
136,8,8,7236,193
137,8,9,7456,193
138,8,10,7676,193
139,8,11,7896,193
140,8,12,7237,193
141,8,13,7457,193
142,8,14,7677,193
143,8,15,7897,193
144,9,0,15842,193
145,9,1,16062,193
146,9,2,16282,193
147,9,3,16502,193
148,9,4,15843,193
149,9,5,16063,193
150,9,6,16283,193
151,9,7,16503,193
152,9,8,15844,193
153,9,9,16064,193
154,9,10,16284,193
155,9,11,16504,193
156,9,12,15845,193
157,9,13,16065,193
158,9,14,16285,193
159,9,15,16505,193
160,10,0,15866,193
161,10,1,16086,193
162,10,2,16306,193
163,10,3,16526,193
164,10,4,15867,193
165,10,5,16087,193
166,10,6,16307,193
167,10,7,16527,193
168,10,8,15868,193
169,10,9,16088,193
170,10,10,16308,193
171,10,11,16528,193
172,10,12,15869,193
173,10,13,16089,193
174,10,14,16309,193
175,10,15,16529,193
176,11,0,15890,193
177,11,1,16110,193
178,11,2,16330,193
179,11,3,16550,193
180,11,4,15891,193
181,11,5,16111,193
182,11,6,16331,193
183,11,7,16551,193
184,11,8,15892,193
185,11,9,16112,193
186,11,10,16332,193
187,11,11,16552,193
188,11,12,15893,193
189,11,13,16113,193
190,11,14,16333,193
191,11,15,16553,193
192,12,0,15914,193
193,12,1,16134,193
194,12,2,16354,193
195,12,3,16574,193
196,12,4,15915,193
