,tile,el_i_in_tile,el,config
0,0,0,4846,135
1,0,1,5066,135
2,0,2,5286,135
3,0,3,5506,135
4,0,4,4847,135
5,0,5,5067,135
6,0,6,5287,135
7,0,7,5507,135
8,0,8,4848,135
9,0,9,5068,135
10,0,10,5288,135
11,0,11,5508,135
12,0,12,4849,135
13,0,13,5069,135
14,0,14,5289,135
15,0,15,5509,135
16,1,0,4870,135
17,1,1,5090,135
18,1,2,5310,135
19,1,3,5530,135
20,1,4,4871,135
21,1,5,5091,135
22,1,6,5311,135
23,1,7,5531,135
24,1,8,4872,135
25,1,9,5092,135
26,1,10,5312,135
27,1,11,5532,135
28,1,12,4873,135
29,1,13,5093,135
30,1,14,5313,135
31,1,15,5533,135
32,2,0,4894,135
33,2,1,5114,135
34,2,2,5334,135
35,2,3,5554,135
36,2,4,4895,135
37,2,5,5115,135
38,2,6,5335,135
39,2,7,5555,135
40,2,8,4896,135
41,2,9,5116,135
42,2,10,5336,135
43,2,11,5556,135
44,2,12,4897,135
45,2,13,5117,135
46,2,14,5337,135
47,2,15,5557,135
48,3,0,4918,135
49,3,1,5138,135
50,3,2,5358,135
51,3,3,5578,135
52,3,4,4919,135
53,3,5,5139,135
54,3,6,5359,135
55,3,7,5579,135
56,3,8,4920,135
57,3,9,5140,135
58,3,10,5360,135
59,3,11,5580,135
60,3,12,4921,135
61,3,13,5141,135
62,3,14,5361,135
63,3,15,5581,135
64,4,0,4942,135
65,4,1,5162,135
66,4,2,5382,135
67,4,3,5602,135
68,4,4,4943,135
69,4,5,5163,135
70,4,6,5383,135
71,4,7,5603,135
72,4,8,4944,135
73,4,9,5164,135
74,4,10,5384,135
75,4,11,5604,135
76,4,12,4945,135
77,4,13,5165,135
78,4,14,5385,135
79,4,15,5605,135
80,5,0,4966,135
81,5,1,5186,135
82,5,2,5406,135
83,5,3,5626,135
84,5,4,4967,135
85,5,5,5187,135
86,5,6,5407,135
87,5,7,5627,135
88,5,8,4968,135
89,5,9,5188,135
90,5,10,5408,135
91,5,11,5628,135
92,5,12,4969,135
93,5,13,5189,135
94,5,14,5409,135
95,5,15,5629,135
96,6,0,4990,135
97,6,1,5210,135
98,6,2,5430,135
99,6,3,5650,135
100,6,4,4991,135
101,6,5,5211,135
102,6,6,5431,135
103,6,7,5651,135
104,6,8,4992,135
105,6,9,5212,135
106,6,10,5432,135
107,6,11,5652,135
108,6,12,4993,135
109,6,13,5213,135
110,6,14,5433,135
111,6,15,5653,135
112,7,0,5014,135
113,7,1,5234,135
114,7,2,5454,135
115,7,3,5674,135
116,7,4,5015,135
117,7,5,5235,135
118,7,6,5455,135
119,7,7,5675,135
120,7,8,5016,135
121,7,9,5236,135
122,7,10,5456,135
123,7,11,5676,135
124,7,12,5017,135
125,7,13,5237,135
126,7,14,5457,135
127,7,15,5677,135
128,8,0,5038,135
129,8,1,5258,135
130,8,2,5478,135
131,8,3,5698,135
132,8,4,5039,135
133,8,5,5259,135
134,8,6,5479,135
135,8,7,5699,135
136,8,8,5040,135
137,8,9,5260,135
138,8,10,5480,135
139,8,11,5700,135
140,8,12,5041,135
