,tile,el_i_in_tile,el,config
0,0,0,4422,131
1,0,1,4642,131
2,0,2,4862,131
3,0,3,5082,131
4,0,4,4423,131
5,0,5,4643,131
6,0,6,4863,131
7,0,7,5083,131
8,0,8,4424,131
9,0,9,4644,131
10,0,10,4864,131
11,0,11,5084,131
12,0,12,4425,131
13,0,13,4645,131
14,0,14,4865,131
15,0,15,5085,131
16,1,0,4446,131
17,1,1,4666,131
18,1,2,4886,131
19,1,3,5106,131
20,1,4,4447,131
21,1,5,4667,131
22,1,6,4887,131
23,1,7,5107,131
24,1,8,4448,131
25,1,9,4668,131
26,1,10,4888,131
27,1,11,5108,131
28,1,12,4449,131
29,1,13,4669,131
30,1,14,4889,131
31,1,15,5109,131
32,2,0,4470,131
33,2,1,4690,131
34,2,2,4910,131
35,2,3,5130,131
36,2,4,4471,131
37,2,5,4691,131
38,2,6,4911,131
39,2,7,5131,131
40,2,8,4472,131
41,2,9,4692,131
42,2,10,4912,131
43,2,11,5132,131
44,2,12,4473,131
45,2,13,4693,131
46,2,14,4913,131
47,2,15,5133,131
48,3,0,4494,131
49,3,1,4714,131
50,3,2,4934,131
51,3,3,5154,131
52,3,4,4495,131
53,3,5,4715,131
54,3,6,4935,131
55,3,7,5155,131
56,3,8,4496,131
57,3,9,4716,131
58,3,10,4936,131
59,3,11,5156,131
60,3,12,4497,131
61,3,13,4717,131
62,3,14,4937,131
63,3,15,5157,131
64,4,0,4518,131
65,4,1,4738,131
66,4,2,4958,131
67,4,3,5178,131
68,4,4,4519,131
69,4,5,4739,131
70,4,6,4959,131
71,4,7,5179,131
72,4,8,4520,131
73,4,9,4740,131
74,4,10,4960,131
75,4,11,5180,131
76,4,12,4521,131
77,4,13,4741,131
78,4,14,4961,131
79,4,15,5181,131
80,5,0,4542,131
81,5,1,4762,131
82,5,2,4982,131
83,5,3,5202,131
84,5,4,4543,131
85,5,5,4763,131
86,5,6,4983,131
87,5,7,5203,131
88,5,8,4544,131
89,5,9,4764,131
90,5,10,4984,131
91,5,11,5204,131
92,5,12,4545,131
93,5,13,4765,131
94,5,14,4985,131
95,5,15,5205,131
96,6,0,4566,131
97,6,1,4786,131
98,6,2,5006,131
99,6,3,5226,131
100,6,4,4567,131
101,6,5,4787,131
102,6,6,5007,131
103,6,7,5227,131
104,6,8,4568,131
105,6,9,4788,131
106,6,10,5008,131
107,6,11,5228,131
108,6,12,4569,131
109,6,13,4789,131
110,6,14,5009,131
111,6,15,5229,131
112,7,0,4590,131
113,7,1,4810,131
114,7,2,5030,131
115,7,3,5250,131
116,7,4,4591,131
117,7,5,4811,131
118,7,6,5031,131
119,7,7,5251,131
120,7,8,4592,131
121,7,9,4812,131
122,7,10,5032,131
123,7,11,5252,131
124,7,12,4593,131
125,7,13,4813,131
126,7,14,5033,131
127,7,15,5253,131
128,8,0,4614,131
129,8,1,4834,131
130,8,2,5054,131
131,8,3,5274,131
132,8,4,4615,131
133,8,5,4835,131
134,8,6,5055,131
135,8,7,5275,131
136,8,8,4616,131
137,8,9,4836,131
138,8,10,5056,131
139,8,11,5276,131
140,8,12,4617,131
141,8,13,4837,131
142,8,14,5057,131
143,8,15,5277,131
144,9,0,13222,131
145,9,1,13442,131
146,9,2,13662,131
147,9,3,13882,131
148,9,4,13223,131
149,9,5,13443,131
150,9,6,13663,131
151,9,7,13883,131
152,9,8,13224,131
153,9,9,13444,131
154,9,10,13664,131
155,9,11,13884,131
156,9,12,13225,131
157,9,13,13445,131
158,9,14,13665,131
159,9,15,13885,131
160,10,0,13246,131
161,10,1,13466,131
162,10,2,13686,131
163,10,3,13906,131
164,10,4,13247,131
165,10,5,13467,131
166,10,6,13687,131
167,10,7,13907,131
168,10,8,13248,131
169,10,9,13468,131
170,10,10,13688,131
171,10,11,13908,131
172,10,12,13249,131
173,10,13,13469,131
174,10,14,13689,131
175,10,15,13909,131
176,11,0,13270,131
177,11,1,13490,131
178,11,2,13710,131
179,11,3,13930,131
180,11,4,13271,131
181,11,5,13491,131
182,11,6,13711,131
183,11,7,13931,131
184,11,8,13272,131
185,11,9,13492,131
186,11,10,13712,131
187,11,11,13932,131
188,11,12,13273,131
189,11,13,13493,131
190,11,14,13713,131
191,11,15,13933,131
192,12,0,13294,131
193,12,1,13514,131
194,12,2,13734,131
195,12,3,13954,131
196,12,4,13295,131
197,12,5,13515,131
198,12,6,13735,131
199,12,7,13955,131
200,12,8,13296,131
201,12,9,13516,131
202,12,10,13736,131
203,12,11,13956,131
204,12,12,13297,131
205,12,13,13517,131
206,12,14,13737,131
207,12,15,13957,131
208,13,0,13318,131
209,13,1,13538,131
210,13,2,13758,131
211,13,3,13978,131
212,13,4,13319,131
213,13,5,13539,131
214,13,6,13759,131
215,13,7,13979,131
216,13,8,13320,131
217,13,9,13540,131
218,13,10,13760,131
219,13,11,13980,131
220,13,12,13321,131
221,13,13,13541,131
222,13,14,13761,131
223,13,15,13981,131
224,14,0,13342,131
225,14,1,13562,131
226,14,2,13782,131
227,14,3,14002,131
228,14,4,13343,131
229,14,5,13563,131
230,14,6,13783,131
231,14,7,14003,131
232,14,8,13344,131
233,14,9,13564,131
234,14,10,13784,131
235,14,11,14004,131
236,14,12,13345,131
237,14,13,13565,131
238,14,14,13785,131
239,14,15,14005,131
240,15,0,13366,131
241,15,1,13586,131
242,15,2,13806,131
243,15,3,14026,131
244,15,4,13367,131
245,15,5,13587,131
246,15,6,13807,131
247,15,7,14027,131
248,15,8,13368,131
249,15,9,13588,131
250,15,10,13808,131
251,15,11,14028,131
252,15,12,13369,131
253,15,13,13589,131
254,15,14,13809,131
255,15,15,14029,131
256,16,0,13390,131
257,16,1,13610,131
258,16,2,13830,131
259,16,3,14050,131
260,16,4,13391,131
261,16,5,13611,131
262,16,6,13831,131
263,16,7,14051,131
264,16,8,13392,131
265,16,9,13612,131
266,16,10,13832,131
267,16,11,14052,131
268,16,12,13393,131
269,16,13,13613,131
270,16,14,13833,131
271,16,15,14053,131
272,17,0,13414,131
273,17,1,13634,131
274,17,2,13854,131
275,17,3,14074,131
276,17,4,13415,131
277,17,5,13635,131
278,17,6,13855,131
279,17,7,14075,131
280,17,8,13416,131
281,17,9,13636,131
282,17,10,13856,131
283,17,11,14076,131
284,17,12,13417,131
285,17,13,13637,131
286,17,14,13857,131
287,17,15,14077,131
288,18,0,22022,131
289,18,1,22242,131
290,18,2,22462,131
291,18,3,22682,131
292,18,4,22023,131
293,18,5,22243,131
294,18,6,22463,131
295,18,7,22683,131
296,18,8,22024,131
297,18,9,22244,131
298,18,10,22464,131
299,18,11,22684,131
300,18,12,22025,131
301,18,13,22245,131
302,18,14,22465,131
303,18,15,22685,131
304,19,0,22046,131
305,19,1,22266,131
306,19,2,22486,131
307,19,3,22706,131
308,19,4,22047,131
309,19,5,22267,131
310,19,6,22487,131
311,19,7,22707,131
312,19,8,22048,131
313,19,9,22268,131
314,19,10,22488,131
315,19,11,22708,131
316,19,12,22049,131
317,19,13,22269,131
318,19,14,22489,131
319,19,15,22709,131
320,20,0,22070,131
321,20,1,22290,131
322,20,2,22510,131
323,20,3,22730,131
324,20,4,22071,131
325,20,5,22291,131
326,20,6,22511,131
327,20,7,22731,131
328,20,8,22072,131
329,20,9,22292,131
330,20,10,22512,131
331,20,11,22732,131
332,20,12,22073,131
333,20,13,22293,131
334,20,14,22513,131
335,20,15,22733,131
336,21,0,22094,131
337,21,1,22314,131
338,21,2,22534,131
339,21,3,22754,131
340,21,4,22095,131
341,21,5,22315,131
342,21,6,22535,131
343,21,7,22755,131
344,21,8,22096,131
345,21,9,22316,131
346,21,10,22536,131
347,21,11,22756,131
348,21,12,22097,131
349,21,13,22317,131
350,21,14,22537,131
351,21,15,22757,131
352,22,0,22118,131
353,22,1,22338,131
354,22,2,22558,131
355,22,3,22778,131
356,22,4,22119,131
357,22,5,22339,131
358,22,6,22559,131
359,22,7,22779,131
360,22,8,22120,131
361,22,9,22340,131
362,22,10,22560,131
363,22,11,22780,131
364,22,12,22121,131
365,22,13,22341,131
366,22,14,22561,131
367,22,15,22781,131
368,23,0,22142,131
369,23,1,22362,131
370,23,2,22582,131
371,23,3,22802,131
372,23,4,22143,131
373,23,5,22363,131
374,23,6,22583,131
375,23,7,22803,131
376,23,8,22144,131
377,23,9,22364,131
378,23,10,22584,131
379,23,11,22804,131
380,23,12,22145,131
381,23,13,22365,131
382,23,14,22585,131
383,23,15,22805,131
384,24,0,22166,131
385,24,1,22386,131
386,24,2,22606,131
387,24,3,22826,131
388,24,4,22167,131
389,24,5,22387,131
390,24,6,22607,131
391,24,7,22827,131
392,24,8,22168,131
393,24,9,22388,131
394,24,10,22608,131
395,24,11,22828,131
396,24,12,22169,131
397,24,13,22389,131
398,24,14,22609,131
399,24,15,22829,131
400,25,0,22190,131
401,25,1,22410,131
402,25,2,22630,131
403,25,3,22850,131
404,25,4,22191,131
405,25,5,22411,131
406,25,6,22631,131
407,25,7,22851,131
408,25,8,22192,131
409,25,9,22412,131
410,25,10,22632,131
411,25,11,22852,131
412,25,12,22193,131
413,25,13,22413,131
414,25,14,22633,131
415,25,15,22853,131
416,26,0,22214,131
417,26,1,22434,131
418,26,2,22654,131
419,26,3,22874,131
420,26,4,22215,131
421,26,5,22435,131
422,26,6,22655,131
423,26,7,22875,131
424,26,8,22216,131
425,26,9,22436,131
426,26,10,22656,131
427,26,11,22876,131
428,26,12,22217,131
429,26,13,22437,131
430,26,14,22657,131
431,26,15,22877,131
