,tile,el_i_in_tile,el,config
0,0,0,894,31
1,0,1,1114,31
2,0,2,1334,31
3,0,3,1554,31
4,0,4,895,31
5,0,5,1115,31
6,0,6,1335,31
7,0,7,1555,31
8,0,8,896,31
9,0,9,1116,31
10,0,10,1336,31
11,0,11,1556,31
12,0,12,897,31
13,0,13,1117,31
14,0,14,1337,31
15,0,15,1557,31
16,1,0,918,31
17,1,1,1138,31
18,1,2,1358,31
19,1,3,1578,31
20,1,4,919,31
21,1,5,1139,31
22,1,6,1359,31
23,1,7,1579,31
24,1,8,920,31
25,1,9,1140,31
26,1,10,1360,31
27,1,11,1580,31
28,1,12,921,31
29,1,13,1141,31
30,1,14,1361,31
31,1,15,1581,31
32,2,0,942,31
33,2,1,1162,31
34,2,2,1382,31
35,2,3,1602,31
36,2,4,943,31
37,2,5,1163,31
38,2,6,1383,31
39,2,7,1603,31
40,2,8,944,31
41,2,9,1164,31
42,2,10,1384,31
43,2,11,1604,31
44,2,12,945,31
45,2,13,1165,31
46,2,14,1385,31
47,2,15,1605,31
48,3,0,966,31
49,3,1,1186,31
50,3,2,1406,31
51,3,3,1626,31
52,3,4,967,31
53,3,5,1187,31
54,3,6,1407,31
55,3,7,1627,31
56,3,8,968,31
57,3,9,1188,31
58,3,10,1408,31
59,3,11,1628,31
60,3,12,969,31
61,3,13,1189,31
62,3,14,1409,31
63,3,15,1629,31
64,4,0,990,31
65,4,1,1210,31
66,4,2,1430,31
67,4,3,1650,31
68,4,4,991,31
69,4,5,1211,31
70,4,6,1431,31
71,4,7,1651,31
72,4,8,992,31
73,4,9,1212,31
74,4,10,1432,31
75,4,11,1652,31
76,4,12,993,31
77,4,13,1213,31
78,4,14,1433,31
79,4,15,1653,31
80,5,0,1014,31
81,5,1,1234,31
82,5,2,1454,31
83,5,3,1674,31
84,5,4,1015,31
85,5,5,1235,31
86,5,6,1455,31
87,5,7,1675,31
88,5,8,1016,31
89,5,9,1236,31
90,5,10,1456,31
91,5,11,1676,31
92,5,12,1017,31
93,5,13,1237,31
94,5,14,1457,31
95,5,15,1677,31
96,6,0,1038,31
97,6,1,1258,31
98,6,2,1478,31
99,6,3,1698,31
100,6,4,1039,31
101,6,5,1259,31
102,6,6,1479,31
103,6,7,1699,31
104,6,8,1040,31
105,6,9,1260,31
106,6,10,1480,31
107,6,11,1700,31
108,6,12,1041,31
109,6,13,1261,31
110,6,14,1481,31
111,6,15,1701,31
112,7,0,1062,31
113,7,1,1282,31
114,7,2,1502,31
115,7,3,1722,31
116,7,4,1063,31
117,7,5,1283,31
118,7,6,1503,31
119,7,7,1723,31
120,7,8,1064,31
121,7,9,1284,31
122,7,10,1504,31
123,7,11,1724,31
124,7,12,1065,31
125,7,13,1285,31
126,7,14,1505,31
127,7,15,1725,31
128,8,0,1086,31
129,8,1,1306,31
130,8,2,1526,31
131,8,3,1746,31
132,8,4,1087,31
133,8,5,1307,31
134,8,6,1527,31
135,8,7,1747,31
136,8,8,1088,31
137,8,9,1308,31
138,8,10,1528,31
139,8,11,1748,31
140,8,12,1089,31
141,8,13,1309,31
142,8,14,1529,31
143,8,15,1749,31
144,9,0,9694,31
145,9,1,9914,31
146,9,2,10134,31
147,9,3,10354,31
148,9,4,9695,31
149,9,5,9915,31
150,9,6,10135,31
151,9,7,10355,31
152,9,8,9696,31
153,9,9,9916,31
154,9,10,10136,31
155,9,11,10356,31
156,9,12,9697,31
157,9,13,9917,31
158,9,14,10137,31
159,9,15,10357,31
160,10,0,9718,31
161,10,1,9938,31
162,10,2,10158,31
163,10,3,10378,31
164,10,4,9719,31
165,10,5,9939,31
166,10,6,10159,31
167,10,7,10379,31
168,10,8,9720,31
169,10,9,9940,31
170,10,10,10160,31
171,10,11,10380,31
172,10,12,9721,31
173,10,13,9941,31
174,10,14,10161,31
175,10,15,10381,31
176,11,0,9742,31
177,11,1,9962,31
178,11,2,10182,31
179,11,3,10402,31
180,11,4,9743,31
181,11,5,9963,31
182,11,6,10183,31
183,11,7,10403,31
184,11,8,9744,31
185,11,9,9964,31
186,11,10,10184,31
187,11,11,10404,31
188,11,12,9745,31
189,11,13,9965,31
190,11,14,10185,31
191,11,15,10405,31
192,12,0,9766,31
193,12,1,9986,31
194,12,2,10206,31
195,12,3,10426,31
196,12,4,9767,31
197,12,5,9987,31
198,12,6,10207,31
199,12,7,10427,31
200,12,8,9768,31
201,12,9,9988,31
202,12,10,10208,31
203,12,11,10428,31
204,12,12,9769,31
205,12,13,9989,31
206,12,14,10209,31
207,12,15,10429,31
208,13,0,9790,31
209,13,1,10010,31
210,13,2,10230,31
211,13,3,10450,31
212,13,4,9791,31
213,13,5,10011,31
214,13,6,10231,31
215,13,7,10451,31
216,13,8,9792,31
217,13,9,10012,31
218,13,10,10232,31
219,13,11,10452,31
220,13,12,9793,31
221,13,13,10013,31
222,13,14,10233,31
223,13,15,10453,31
224,14,0,9814,31
225,14,1,10034,31
226,14,2,10254,31
227,14,3,10474,31
228,14,4,9815,31
229,14,5,10035,31
230,14,6,10255,31
231,14,7,10475,31
232,14,8,9816,31
233,14,9,10036,31
234,14,10,10256,31
235,14,11,10476,31
236,14,12,9817,31
237,14,13,10037,31
238,14,14,10257,31
239,14,15,10477,31
240,15,0,9838,31
241,15,1,10058,31
242,15,2,10278,31
243,15,3,10498,31
244,15,4,9839,31
245,15,5,10059,31
246,15,6,10279,31
247,15,7,10499,31
248,15,8,9840,31
249,15,9,10060,31
250,15,10,10280,31
251,15,11,10500,31
252,15,12,9841,31
253,15,13,10061,31
254,15,14,10281,31
255,15,15,10501,31
256,16,0,9862,31
257,16,1,10082,31
258,16,2,10302,31
259,16,3,10522,31
260,16,4,9863,31
261,16,5,10083,31
262,16,6,10303,31
263,16,7,10523,31
264,16,8,9864,31
265,16,9,10084,31
266,16,10,10304,31
267,16,11,10524,31
268,16,12,9865,31
269,16,13,10085,31
270,16,14,10305,31
271,16,15,10525,31
272,17,0,9886,31
273,17,1,10106,31
274,17,2,10326,31
275,17,3,10546,31
276,17,4,9887,31
277,17,5,10107,31
278,17,6,10327,31
279,17,7,10547,31
280,17,8,9888,31
281,17,9,10108,31
282,17,10,10328,31
283,17,11,10548,31
284,17,12,9889,31
285,17,13,10109,31
286,17,14,10329,31
287,17,15,10549,31
288,18,0,18494,31
289,18,1,18714,31
290,18,2,18934,31
291,18,3,19154,31
292,18,4,18495,31
293,18,5,18715,31
294,18,6,18935,31
295,18,7,19155,31
296,18,8,18496,31
297,18,9,18716,31
298,18,10,18936,31
299,18,11,19156,31
300,18,12,18497,31
301,18,13,18717,31
302,18,14,18937,31
303,18,15,19157,31
304,19,0,18518,31
305,19,1,18738,31
306,19,2,18958,31
307,19,3,19178,31
308,19,4,18519,31
309,19,5,18739,31
310,19,6,18959,31
311,19,7,19179,31
312,19,8,18520,31
313,19,9,18740,31
314,19,10,18960,31
315,19,11,19180,31
316,19,12,18521,31
317,19,13,18741,31
318,19,14,18961,31
319,19,15,19181,31
320,20,0,18542,31
321,20,1,18762,31
322,20,2,18982,31
323,20,3,19202,31
324,20,4,18543,31
325,20,5,18763,31
326,20,6,18983,31
327,20,7,19203,31
328,20,8,18544,31
329,20,9,18764,31
330,20,10,18984,31
331,20,11,19204,31
332,20,12,18545,31
333,20,13,18765,31
334,20,14,18985,31
335,20,15,19205,31
336,21,0,18566,31
337,21,1,18786,31
338,21,2,19006,31
339,21,3,19226,31
340,21,4,18567,31
341,21,5,18787,31
342,21,6,19007,31
343,21,7,19227,31
344,21,8,18568,31
345,21,9,18788,31
346,21,10,19008,31
347,21,11,19228,31
348,21,12,18569,31
349,21,13,18789,31
350,21,14,19009,31
351,21,15,19229,31
352,22,0,18590,31
353,22,1,18810,31
354,22,2,19030,31
355,22,3,19250,31
356,22,4,18591,31
357,22,5,18811,31
358,22,6,19031,31
359,22,7,19251,31
360,22,8,18592,31
361,22,9,18812,31
362,22,10,19032,31
363,22,11,19252,31
364,22,12,18593,31
365,22,13,18813,31
366,22,14,19033,31
367,22,15,19253,31
368,23,0,18614,31
369,23,1,18834,31
370,23,2,19054,31
371,23,3,19274,31
372,23,4,18615,31
373,23,5,18835,31
374,23,6,19055,31
375,23,7,19275,31
376,23,8,18616,31
377,23,9,18836,31
378,23,10,19056,31
379,23,11,19276,31
380,23,12,18617,31
381,23,13,18837,31
382,23,14,19057,31
383,23,15,19277,31
384,24,0,18638,31
385,24,1,18858,31
386,24,2,19078,31
387,24,3,19298,31
388,24,4,18639,31
389,24,5,18859,31
390,24,6,19079,31
391,24,7,19299,31
392,24,8,18640,31
393,24,9,18860,31
394,24,10,19080,31
395,24,11,19300,31
396,24,12,18641,31
397,24,13,18861,31
398,24,14,19081,31
399,24,15,19301,31
400,25,0,18662,31
401,25,1,18882,31
402,25,2,19102,31
403,25,3,19322,31
404,25,4,18663,31
405,25,5,18883,31
406,25,6,19103,31
407,25,7,19323,31
408,25,8,18664,31
409,25,9,18884,31
410,25,10,19104,31
411,25,11,19324,31
412,25,12,18665,31
413,25,13,18885,31
414,25,14,19105,31
415,25,15,19325,31
416,26,0,18686,31
417,26,1,18906,31
418,26,2,19126,31
419,26,3,19346,31
420,26,4,18687,31
421,26,5,18907,31
422,26,6,19127,31
423,26,7,19347,31
424,26,8,18688,31
