,tile,el_i_in_tile,el,config
0,0,0,3080,84
1,0,1,3300,84
2,0,2,3520,84
3,0,3,3740,84
4,0,4,3081,84
5,0,5,3301,84
6,0,6,3521,84
7,0,7,3741,84
8,0,8,3082,84
9,0,9,3302,84
10,0,10,3522,84
11,0,11,3742,84
12,0,12,3083,84
13,0,13,3303,84
14,0,14,3523,84
15,0,15,3743,84
16,1,0,3104,84
17,1,1,3324,84
18,1,2,3544,84
19,1,3,3764,84
20,1,4,3105,84
21,1,5,3325,84
22,1,6,3545,84
23,1,7,3765,84
24,1,8,3106,84
25,1,9,3326,84
26,1,10,3546,84
27,1,11,3766,84
28,1,12,3107,84
29,1,13,3327,84
30,1,14,3547,84
31,1,15,3767,84
32,2,0,3128,84
33,2,1,3348,84
34,2,2,3568,84
35,2,3,3788,84
36,2,4,3129,84
37,2,5,3349,84
38,2,6,3569,84
39,2,7,3789,84
40,2,8,3130,84
41,2,9,3350,84
42,2,10,3570,84
43,2,11,3790,84
44,2,12,3131,84
45,2,13,3351,84
46,2,14,3571,84
47,2,15,3791,84
48,3,0,3152,84
49,3,1,3372,84
50,3,2,3592,84
51,3,3,3812,84
52,3,4,3153,84
53,3,5,3373,84
54,3,6,3593,84
55,3,7,3813,84
56,3,8,3154,84
57,3,9,3374,84
58,3,10,3594,84
59,3,11,3814,84
60,3,12,3155,84
61,3,13,3375,84
62,3,14,3595,84
63,3,15,3815,84
64,4,0,3176,84
65,4,1,3396,84
66,4,2,3616,84
67,4,3,3836,84
68,4,4,3177,84
69,4,5,3397,84
70,4,6,3617,84
71,4,7,3837,84
72,4,8,3178,84
73,4,9,3398,84
74,4,10,3618,84
75,4,11,3838,84
76,4,12,3179,84
77,4,13,3399,84
78,4,14,3619,84
79,4,15,3839,84
80,5,0,3200,84
81,5,1,3420,84
82,5,2,3640,84
83,5,3,3860,84
84,5,4,3201,84
85,5,5,3421,84
86,5,6,3641,84
87,5,7,3861,84
88,5,8,3202,84
89,5,9,3422,84
90,5,10,3642,84
91,5,11,3862,84
92,5,12,3203,84
93,5,13,3423,84
94,5,14,3643,84
95,5,15,3863,84
