,tile,el_i_in_tile,el,config
0,0,0,3534,103
1,0,1,3754,103
2,0,2,3974,103
3,0,3,4194,103
4,0,4,3535,103
5,0,5,3755,103
6,0,6,3975,103
7,0,7,4195,103
8,0,8,3536,103
9,0,9,3756,103
10,0,10,3976,103
11,0,11,4196,103
12,0,12,3537,103
13,0,13,3757,103
14,0,14,3977,103
15,0,15,4197,103
16,1,0,3558,103
17,1,1,3778,103
18,1,2,3998,103
19,1,3,4218,103
20,1,4,3559,103
21,1,5,3779,103
22,1,6,3999,103
23,1,7,4219,103
24,1,8,3560,103
25,1,9,3780,103
26,1,10,4000,103
27,1,11,4220,103
28,1,12,3561,103
29,1,13,3781,103
30,1,14,4001,103
31,1,15,4221,103
32,2,0,3582,103
33,2,1,3802,103
34,2,2,4022,103
35,2,3,4242,103
36,2,4,3583,103
37,2,5,3803,103
38,2,6,4023,103
39,2,7,4243,103
40,2,8,3584,103
41,2,9,3804,103
42,2,10,4024,103
43,2,11,4244,103
44,2,12,3585,103
45,2,13,3805,103
46,2,14,4025,103
47,2,15,4245,103
48,3,0,3606,103
49,3,1,3826,103
50,3,2,4046,103
51,3,3,4266,103
52,3,4,3607,103
53,3,5,3827,103
54,3,6,4047,103
55,3,7,4267,103
56,3,8,3608,103
57,3,9,3828,103
58,3,10,4048,103
59,3,11,4268,103
60,3,12,3609,103
61,3,13,3829,103
62,3,14,4049,103
63,3,15,4269,103
64,4,0,3630,103
65,4,1,3850,103
66,4,2,4070,103
67,4,3,4290,103
68,4,4,3631,103
69,4,5,3851,103
70,4,6,4071,103
71,4,7,4291,103
72,4,8,3632,103
73,4,9,3852,103
74,4,10,4072,103
75,4,11,4292,103
76,4,12,3633,103
77,4,13,3853,103
78,4,14,4073,103
79,4,15,4293,103
80,5,0,3654,103
81,5,1,3874,103
82,5,2,4094,103
83,5,3,4314,103
84,5,4,3655,103
85,5,5,3875,103
86,5,6,4095,103
87,5,7,4315,103
88,5,8,3656,103
89,5,9,3876,103
90,5,10,4096,103
91,5,11,4316,103
92,5,12,3657,103
93,5,13,3877,103
94,5,14,4097,103
95,5,15,4317,103
96,6,0,3678,103
97,6,1,3898,103
98,6,2,4118,103
99,6,3,4338,103
100,6,4,3679,103
101,6,5,3899,103
102,6,6,4119,103
103,6,7,4339,103
104,6,8,3680,103
105,6,9,3900,103
106,6,10,4120,103
107,6,11,4340,103
108,6,12,3681,103
109,6,13,3901,103
110,6,14,4121,103
111,6,15,4341,103
112,7,0,3702,103
113,7,1,3922,103
114,7,2,4142,103
115,7,3,4362,103
116,7,4,3703,103
117,7,5,3923,103
118,7,6,4143,103
119,7,7,4363,103
120,7,8,3704,103
121,7,9,3924,103
122,7,10,4144,103
123,7,11,4364,103
124,7,12,3705,103
125,7,13,3925,103
126,7,14,4145,103
127,7,15,4365,103
128,8,0,3726,103
129,8,1,3946,103
130,8,2,4166,103
131,8,3,4386,103
132,8,4,3727,103
133,8,5,3947,103
134,8,6,4167,103
135,8,7,4387,103
136,8,8,3728,103
137,8,9,3948,103
138,8,10,4168,103
139,8,11,4388,103
140,8,12,3729,103
141,8,13,3949,103
142,8,14,4169,103
143,8,15,4389,103
144,9,0,12334,103
145,9,1,12554,103
146,9,2,12774,103
147,9,3,12994,103
148,9,4,12335,103
149,9,5,12555,103
150,9,6,12775,103
151,9,7,12995,103
152,9,8,12336,103
153,9,9,12556,103
154,9,10,12776,103
155,9,11,12996,103
156,9,12,12337,103
157,9,13,12557,103
158,9,14,12777,103
159,9,15,12997,103
160,10,0,12358,103
161,10,1,12578,103
162,10,2,12798,103
163,10,3,13018,103
164,10,4,12359,103
165,10,5,12579,103
166,10,6,12799,103
167,10,7,13019,103
168,10,8,12360,103
169,10,9,12580,103
170,10,10,12800,103
171,10,11,13020,103
172,10,12,12361,103
173,10,13,12581,103
174,10,14,12801,103
175,10,15,13021,103
176,11,0,12382,103
177,11,1,12602,103
178,11,2,12822,103
179,11,3,13042,103
180,11,4,12383,103
181,11,5,12603,103
182,11,6,12823,103
183,11,7,13043,103
184,11,8,12384,103
185,11,9,12604,103
186,11,10,12824,103
187,11,11,13044,103
188,11,12,12385,103
189,11,13,12605,103
190,11,14,12825,103
191,11,15,13045,103
192,12,0,12406,103
193,12,1,12626,103
194,12,2,12846,103
195,12,3,13066,103
196,12,4,12407,103
197,12,5,12627,103
198,12,6,12847,103
199,12,7,13067,103
200,12,8,12408,103
201,12,9,12628,103
202,12,10,12848,103
203,12,11,13068,103
204,12,12,12409,103
205,12,13,12629,103
206,12,14,12849,103
207,12,15,13069,103
208,13,0,12430,103
209,13,1,12650,103
210,13,2,12870,103
211,13,3,13090,103
212,13,4,12431,103
213,13,5,12651,103
214,13,6,12871,103
215,13,7,13091,103
216,13,8,12432,103
217,13,9,12652,103
218,13,10,12872,103
219,13,11,13092,103
220,13,12,12433,103
221,13,13,12653,103
222,13,14,12873,103
223,13,15,13093,103
224,14,0,12454,103
225,14,1,12674,103
226,14,2,12894,103
227,14,3,13114,103
228,14,4,12455,103
229,14,5,12675,103
230,14,6,12895,103
231,14,7,13115,103
232,14,8,12456,103
233,14,9,12676,103
234,14,10,12896,103
235,14,11,13116,103
236,14,12,12457,103
237,14,13,12677,103
238,14,14,12897,103
239,14,15,13117,103
240,15,0,12478,103
241,15,1,12698,103
242,15,2,12918,103
243,15,3,13138,103
244,15,4,12479,103
245,15,5,12699,103
246,15,6,12919,103
247,15,7,13139,103
248,15,8,12480,103
249,15,9,12700,103
250,15,10,12920,103
251,15,11,13140,103
252,15,12,12481,103
253,15,13,12701,103
254,15,14,12921,103
255,15,15,13141,103
256,16,0,12502,103
257,16,1,12722,103
258,16,2,12942,103
259,16,3,13162,103
260,16,4,12503,103
261,16,5,12723,103
262,16,6,12943,103
263,16,7,13163,103
264,16,8,12504,103
265,16,9,12724,103
266,16,10,12944,103
267,16,11,13164,103
268,16,12,12505,103
269,16,13,12725,103
270,16,14,12945,103
271,16,15,13165,103
272,17,0,12526,103
273,17,1,12746,103
274,17,2,12966,103
275,17,3,13186,103
276,17,4,12527,103
