,tile,el_i_in_tile,el,config
0,0,0,4406,123
1,0,1,4626,123
2,0,2,4846,123
3,0,3,5066,123
4,0,4,4407,123
5,0,5,4627,123
6,0,6,4847,123
7,0,7,5067,123
8,0,8,4408,123
9,0,9,4628,123
10,0,10,4848,123
11,0,11,5068,123
12,0,12,4409,123
13,0,13,4629,123
14,0,14,4849,123
15,0,15,5069,123
16,1,0,4430,123
17,1,1,4650,123
18,1,2,4870,123
19,1,3,5090,123
20,1,4,4431,123
21,1,5,4651,123
22,1,6,4871,123
23,1,7,5091,123
24,1,8,4432,123
25,1,9,4652,123
26,1,10,4872,123
27,1,11,5092,123
28,1,12,4433,123
29,1,13,4653,123
30,1,14,4873,123
31,1,15,5093,123
32,2,0,4454,123
33,2,1,4674,123
34,2,2,4894,123
35,2,3,5114,123
36,2,4,4455,123
37,2,5,4675,123
38,2,6,4895,123
39,2,7,5115,123
40,2,8,4456,123
41,2,9,4676,123
42,2,10,4896,123
43,2,11,5116,123
44,2,12,4457,123
45,2,13,4677,123
46,2,14,4897,123
47,2,15,5117,123
48,3,0,4478,123
49,3,1,4698,123
50,3,2,4918,123
51,3,3,5138,123
52,3,4,4479,123
53,3,5,4699,123
54,3,6,4919,123
55,3,7,5139,123
56,3,8,4480,123
57,3,9,4700,123
58,3,10,4920,123
59,3,11,5140,123
60,3,12,4481,123
61,3,13,4701,123
62,3,14,4921,123
63,3,15,5141,123
64,4,0,4502,123
65,4,1,4722,123
66,4,2,4942,123
67,4,3,5162,123
68,4,4,4503,123
69,4,5,4723,123
70,4,6,4943,123
71,4,7,5163,123
72,4,8,4504,123
73,4,9,4724,123
74,4,10,4944,123
75,4,11,5164,123
76,4,12,4505,123
77,4,13,4725,123
78,4,14,4945,123
79,4,15,5165,123
80,5,0,4526,123
81,5,1,4746,123
82,5,2,4966,123
83,5,3,5186,123
84,5,4,4527,123
85,5,5,4747,123
86,5,6,4967,123
87,5,7,5187,123
88,5,8,4528,123
89,5,9,4748,123
90,5,10,4968,123
91,5,11,5188,123
92,5,12,4529,123
93,5,13,4749,123
94,5,14,4969,123
95,5,15,5189,123
96,6,0,4550,123
97,6,1,4770,123
98,6,2,4990,123
99,6,3,5210,123
100,6,4,4551,123
101,6,5,4771,123
102,6,6,4991,123
103,6,7,5211,123
104,6,8,4552,123
105,6,9,4772,123
106,6,10,4992,123
107,6,11,5212,123
108,6,12,4553,123
109,6,13,4773,123
110,6,14,4993,123
111,6,15,5213,123
112,7,0,4574,123
113,7,1,4794,123
114,7,2,5014,123
115,7,3,5234,123
116,7,4,4575,123
117,7,5,4795,123
118,7,6,5015,123
119,7,7,5235,123
120,7,8,4576,123
121,7,9,4796,123
122,7,10,5016,123
123,7,11,5236,123
124,7,12,4577,123
125,7,13,4797,123
126,7,14,5017,123
127,7,15,5237,123
128,8,0,4598,123
129,8,1,4818,123
130,8,2,5038,123
131,8,3,5258,123
132,8,4,4599,123
133,8,5,4819,123
134,8,6,5039,123
135,8,7,5259,123
136,8,8,4600,123
137,8,9,4820,123
138,8,10,5040,123
139,8,11,5260,123
140,8,12,4601,123
141,8,13,4821,123
142,8,14,5041,123
143,8,15,5261,123
144,9,0,13206,123
145,9,1,13426,123
146,9,2,13646,123
147,9,3,13866,123
148,9,4,13207,123
149,9,5,13427,123
150,9,6,13647,123
151,9,7,13867,123
152,9,8,13208,123
153,9,9,13428,123
154,9,10,13648,123
155,9,11,13868,123
156,9,12,13209,123
157,9,13,13429,123
158,9,14,13649,123
159,9,15,13869,123
160,10,0,13230,123
161,10,1,13450,123
162,10,2,13670,123
163,10,3,13890,123
164,10,4,13231,123
165,10,5,13451,123
166,10,6,13671,123
167,10,7,13891,123
168,10,8,13232,123
169,10,9,13452,123
170,10,10,13672,123
171,10,11,13892,123
172,10,12,13233,123
173,10,13,13453,123
174,10,14,13673,123
175,10,15,13893,123
176,11,0,13254,123
177,11,1,13474,123
178,11,2,13694,123
179,11,3,13914,123
180,11,4,13255,123
181,11,5,13475,123
182,11,6,13695,123
183,11,7,13915,123
184,11,8,13256,123
185,11,9,13476,123
186,11,10,13696,123
187,11,11,13916,123
188,11,12,13257,123
189,11,13,13477,123
190,11,14,13697,123
191,11,15,13917,123
192,12,0,13278,123
193,12,1,13498,123
194,12,2,13718,123
195,12,3,13938,123
196,12,4,13279,123
197,12,5,13499,123
198,12,6,13719,123
199,12,7,13939,123
200,12,8,13280,123
201,12,9,13500,123
202,12,10,13720,123
203,12,11,13940,123
204,12,12,13281,123
205,12,13,13501,123
206,12,14,13721,123
207,12,15,13941,123
208,13,0,13302,123
209,13,1,13522,123
210,13,2,13742,123
211,13,3,13962,123
212,13,4,13303,123
213,13,5,13523,123
214,13,6,13743,123
215,13,7,13963,123
216,13,8,13304,123
217,13,9,13524,123
218,13,10,13744,123
219,13,11,13964,123
220,13,12,13305,123
221,13,13,13525,123
222,13,14,13745,123
223,13,15,13965,123
224,14,0,13326,123
225,14,1,13546,123
226,14,2,13766,123
227,14,3,13986,123
228,14,4,13327,123
229,14,5,13547,123
230,14,6,13767,123
231,14,7,13987,123
232,14,8,13328,123
233,14,9,13548,123
234,14,10,13768,123
235,14,11,13988,123
236,14,12,13329,123
237,14,13,13549,123
238,14,14,13769,123
239,14,15,13989,123
240,15,0,13350,123
241,15,1,13570,123
242,15,2,13790,123
243,15,3,14010,123
244,15,4,13351,123
245,15,5,13571,123
246,15,6,13791,123
247,15,7,14011,123
248,15,8,13352,123
249,15,9,13572,123
250,15,10,13792,123
251,15,11,14012,123
252,15,12,13353,123
253,15,13,13573,123
254,15,14,13793,123
255,15,15,14013,123
256,16,0,13374,123
257,16,1,13594,123
258,16,2,13814,123
259,16,3,14034,123
260,16,4,13375,123
261,16,5,13595,123
262,16,6,13815,123
263,16,7,14035,123
264,16,8,13376,123
265,16,9,13596,123
266,16,10,13816,123
267,16,11,14036,123
268,16,12,13377,123
269,16,13,13597,123
270,16,14,13817,123
271,16,15,14037,123
272,17,0,13398,123
273,17,1,13618,123
274,17,2,13838,123
275,17,3,14058,123
276,17,4,13399,123
277,17,5,13619,123
278,17,6,13839,123
279,17,7,14059,123
280,17,8,13400,123
281,17,9,13620,123
282,17,10,13840,123
283,17,11,14060,123
284,17,12,13401,123
285,17,13,13621,123
286,17,14,13841,123
