,tile,el_i_in_tile,el,config
0,0,0,18,9
1,0,1,238,9
2,0,2,458,9
3,0,3,678,9
4,0,4,19,9
5,0,5,239,9
6,0,6,459,9
7,0,7,679,9
8,0,8,20,9
9,0,9,240,9
10,0,10,460,9
11,0,11,680,9
12,0,12,21,9
13,0,13,241,9
14,0,14,461,9
15,0,15,681,9
16,1,0,42,9
17,1,1,262,9
18,1,2,482,9
19,1,3,702,9
20,1,4,43,9
21,1,5,263,9
22,1,6,483,9
23,1,7,703,9
24,1,8,44,9
25,1,9,264,9
26,1,10,484,9
27,1,11,704,9
28,1,12,45,9
29,1,13,265,9
30,1,14,485,9
31,1,15,705,9
32,2,0,66,9
33,2,1,286,9
34,2,2,506,9
35,2,3,726,9
36,2,4,67,9
37,2,5,287,9
38,2,6,507,9
39,2,7,727,9
40,2,8,68,9
41,2,9,288,9
42,2,10,508,9
43,2,11,728,9
44,2,12,69,9
45,2,13,289,9
46,2,14,509,9
47,2,15,729,9
48,3,0,90,9
49,3,1,310,9
50,3,2,530,9
51,3,3,750,9
52,3,4,91,9
53,3,5,311,9
54,3,6,531,9
55,3,7,751,9
56,3,8,92,9
57,3,9,312,9
58,3,10,532,9
59,3,11,752,9
60,3,12,93,9
61,3,13,313,9
62,3,14,533,9
63,3,15,753,9
64,4,0,114,9
65,4,1,334,9
66,4,2,554,9
67,4,3,774,9
68,4,4,115,9
69,4,5,335,9
70,4,6,555,9
71,4,7,775,9
72,4,8,116,9
73,4,9,336,9
74,4,10,556,9
75,4,11,776,9
76,4,12,117,9
77,4,13,337,9
78,4,14,557,9
79,4,15,777,9
80,5,0,138,9
81,5,1,358,9
82,5,2,578,9
83,5,3,798,9
84,5,4,139,9
85,5,5,359,9
86,5,6,579,9
87,5,7,799,9
88,5,8,140,9
89,5,9,360,9
90,5,10,580,9
91,5,11,800,9
92,5,12,141,9
93,5,13,361,9
94,5,14,581,9
95,5,15,801,9
96,6,0,162,9
97,6,1,382,9
98,6,2,602,9
99,6,3,822,9
100,6,4,163,9
101,6,5,383,9
102,6,6,603,9
103,6,7,823,9
104,6,8,164,9
105,6,9,384,9
106,6,10,604,9
107,6,11,824,9
108,6,12,165,9
109,6,13,385,9
110,6,14,605,9
111,6,15,825,9
112,7,0,186,9
113,7,1,406,9
114,7,2,626,9
115,7,3,846,9
116,7,4,187,9
117,7,5,407,9
118,7,6,627,9
119,7,7,847,9
120,7,8,188,9
121,7,9,408,9
122,7,10,628,9
123,7,11,848,9
124,7,12,189,9
125,7,13,409,9
126,7,14,629,9
127,7,15,849,9
128,8,0,210,9
129,8,1,430,9
130,8,2,650,9
131,8,3,870,9
132,8,4,211,9
133,8,5,431,9
134,8,6,651,9
135,8,7,871,9
136,8,8,212,9
137,8,9,432,9
138,8,10,652,9
139,8,11,872,9
140,8,12,213,9
141,8,13,433,9
142,8,14,653,9
143,8,15,873,9
144,9,0,8818,9
145,9,1,9038,9
146,9,2,9258,9
147,9,3,9478,9
148,9,4,8819,9
149,9,5,9039,9
150,9,6,9259,9
151,9,7,9479,9
152,9,8,8820,9
153,9,9,9040,9
154,9,10,9260,9
155,9,11,9480,9
156,9,12,8821,9
157,9,13,9041,9
158,9,14,9261,9
159,9,15,9481,9
160,10,0,8842,9
161,10,1,9062,9
162,10,2,9282,9
163,10,3,9502,9
164,10,4,8843,9
165,10,5,9063,9
166,10,6,9283,9
167,10,7,9503,9
168,10,8,8844,9
169,10,9,9064,9
170,10,10,9284,9
171,10,11,9504,9
172,10,12,8845,9
173,10,13,9065,9
174,10,14,9285,9
175,10,15,9505,9
176,11,0,8866,9
177,11,1,9086,9
178,11,2,9306,9
179,11,3,9526,9
180,11,4,8867,9
181,11,5,9087,9
182,11,6,9307,9
183,11,7,9527,9
184,11,8,8868,9
185,11,9,9088,9
186,11,10,9308,9
187,11,11,9528,9
188,11,12,8869,9
189,11,13,9089,9
190,11,14,9309,9
191,11,15,9529,9
192,12,0,8890,9
193,12,1,9110,9
194,12,2,9330,9
195,12,3,9550,9
196,12,4,8891,9
197,12,5,9111,9
198,12,6,9331,9
199,12,7,9551,9
200,12,8,8892,9
201,12,9,9112,9
202,12,10,9332,9
203,12,11,9552,9
204,12,12,8893,9
205,12,13,9113,9
206,12,14,9333,9
