,tile,el_i_in_tile,el,config
0,0,0,14,7
1,0,1,234,7
2,0,2,454,7
3,0,3,674,7
4,0,4,15,7
5,0,5,235,7
6,0,6,455,7
7,0,7,675,7
8,0,8,16,7
9,0,9,236,7
10,0,10,456,7
11,0,11,676,7
12,0,12,17,7
13,0,13,237,7
14,0,14,457,7
15,0,15,677,7
16,1,0,38,7
17,1,1,258,7
18,1,2,478,7
19,1,3,698,7
20,1,4,39,7
21,1,5,259,7
22,1,6,479,7
23,1,7,699,7
24,1,8,40,7
25,1,9,260,7
26,1,10,480,7
27,1,11,700,7
28,1,12,41,7
29,1,13,261,7
30,1,14,481,7
31,1,15,701,7
32,2,0,62,7
33,2,1,282,7
34,2,2,502,7
35,2,3,722,7
36,2,4,63,7
37,2,5,283,7
38,2,6,503,7
39,2,7,723,7
40,2,8,64,7
41,2,9,284,7
42,2,10,504,7
43,2,11,724,7
44,2,12,65,7
45,2,13,285,7
46,2,14,505,7
47,2,15,725,7
48,3,0,86,7
49,3,1,306,7
50,3,2,526,7
51,3,3,746,7
52,3,4,87,7
53,3,5,307,7
54,3,6,527,7
55,3,7,747,7
56,3,8,88,7
57,3,9,308,7
58,3,10,528,7
59,3,11,748,7
60,3,12,89,7
61,3,13,309,7
62,3,14,529,7
63,3,15,749,7
64,4,0,110,7
65,4,1,330,7
66,4,2,550,7
67,4,3,770,7
68,4,4,111,7
69,4,5,331,7
70,4,6,551,7
71,4,7,771,7
72,4,8,112,7
73,4,9,332,7
74,4,10,552,7
75,4,11,772,7
76,4,12,113,7
77,4,13,333,7
78,4,14,553,7
79,4,15,773,7
80,5,0,134,7
81,5,1,354,7
82,5,2,574,7
83,5,3,794,7
84,5,4,135,7
85,5,5,355,7
86,5,6,575,7
87,5,7,795,7
88,5,8,136,7
89,5,9,356,7
90,5,10,576,7
91,5,11,796,7
92,5,12,137,7
93,5,13,357,7
94,5,14,577,7
95,5,15,797,7
96,6,0,158,7
97,6,1,378,7
98,6,2,598,7
99,6,3,818,7
100,6,4,159,7
101,6,5,379,7
102,6,6,599,7
103,6,7,819,7
104,6,8,160,7
105,6,9,380,7
106,6,10,600,7
107,6,11,820,7
108,6,12,161,7
109,6,13,381,7
110,6,14,601,7
111,6,15,821,7
112,7,0,182,7
113,7,1,402,7
114,7,2,622,7
115,7,3,842,7
116,7,4,183,7
117,7,5,403,7
118,7,6,623,7
119,7,7,843,7
120,7,8,184,7
121,7,9,404,7
122,7,10,624,7
123,7,11,844,7
124,7,12,185,7
125,7,13,405,7
126,7,14,625,7
127,7,15,845,7
128,8,0,206,7
129,8,1,426,7
130,8,2,646,7
131,8,3,866,7
132,8,4,207,7
133,8,5,427,7
134,8,6,647,7
135,8,7,867,7
136,8,8,208,7
137,8,9,428,7
138,8,10,648,7
139,8,11,868,7
140,8,12,209,7
141,8,13,429,7
142,8,14,649,7
143,8,15,869,7
144,9,0,8814,7
145,9,1,9034,7
146,9,2,9254,7
147,9,3,9474,7
148,9,4,8815,7
149,9,5,9035,7
150,9,6,9255,7
151,9,7,9475,7
152,9,8,8816,7
153,9,9,9036,7
154,9,10,9256,7
155,9,11,9476,7
156,9,12,8817,7
157,9,13,9037,7
158,9,14,9257,7
159,9,15,9477,7
160,10,0,8838,7
