,tile,el_i_in_tile,el,config
0,0,0,4858,141
1,0,1,5078,141
2,0,2,5298,141
3,0,3,5518,141
4,0,4,4859,141
5,0,5,5079,141
6,0,6,5299,141
7,0,7,5519,141
8,0,8,4860,141
9,0,9,5080,141
10,0,10,5300,141
11,0,11,5520,141
12,0,12,4861,141
13,0,13,5081,141
14,0,14,5301,141
15,0,15,5521,141
16,1,0,4882,141
17,1,1,5102,141
18,1,2,5322,141
19,1,3,5542,141
20,1,4,4883,141
21,1,5,5103,141
22,1,6,5323,141
23,1,7,5543,141
24,1,8,4884,141
25,1,9,5104,141
26,1,10,5324,141
27,1,11,5544,141
28,1,12,4885,141
29,1,13,5105,141
30,1,14,5325,141
31,1,15,5545,141
32,2,0,4906,141
33,2,1,5126,141
34,2,2,5346,141
35,2,3,5566,141
36,2,4,4907,141
37,2,5,5127,141
38,2,6,5347,141
39,2,7,5567,141
40,2,8,4908,141
41,2,9,5128,141
42,2,10,5348,141
43,2,11,5568,141
44,2,12,4909,141
45,2,13,5129,141
46,2,14,5349,141
47,2,15,5569,141
48,3,0,4930,141
49,3,1,5150,141
50,3,2,5370,141
51,3,3,5590,141
52,3,4,4931,141
53,3,5,5151,141
54,3,6,5371,141
55,3,7,5591,141
56,3,8,4932,141
57,3,9,5152,141
58,3,10,5372,141
59,3,11,5592,141
60,3,12,4933,141
61,3,13,5153,141
62,3,14,5373,141
63,3,15,5593,141
64,4,0,4954,141
65,4,1,5174,141
66,4,2,5394,141
67,4,3,5614,141
68,4,4,4955,141
69,4,5,5175,141
70,4,6,5395,141
71,4,7,5615,141
72,4,8,4956,141
73,4,9,5176,141
74,4,10,5396,141
75,4,11,5616,141
76,4,12,4957,141
77,4,13,5177,141
78,4,14,5397,141
79,4,15,5617,141
80,5,0,4978,141
81,5,1,5198,141
82,5,2,5418,141
83,5,3,5638,141
84,5,4,4979,141
85,5,5,5199,141
86,5,6,5419,141
87,5,7,5639,141
88,5,8,4980,141
89,5,9,5200,141
90,5,10,5420,141
91,5,11,5640,141
92,5,12,4981,141
93,5,13,5201,141
94,5,14,5421,141
95,5,15,5641,141
96,6,0,5002,141
97,6,1,5222,141
98,6,2,5442,141
99,6,3,5662,141
100,6,4,5003,141
101,6,5,5223,141
102,6,6,5443,141
103,6,7,5663,141
104,6,8,5004,141
105,6,9,5224,141
106,6,10,5444,141
107,6,11,5664,141
108,6,12,5005,141
109,6,13,5225,141
110,6,14,5445,141
111,6,15,5665,141
112,7,0,5026,141
113,7,1,5246,141
114,7,2,5466,141
115,7,3,5686,141
116,7,4,5027,141
117,7,5,5247,141
118,7,6,5467,141
119,7,7,5687,141
120,7,8,5028,141
121,7,9,5248,141
122,7,10,5468,141
123,7,11,5688,141
124,7,12,5029,141
125,7,13,5249,141
126,7,14,5469,141
127,7,15,5689,141
128,8,0,5050,141
129,8,1,5270,141
130,8,2,5490,141
131,8,3,5710,141
132,8,4,5051,141
133,8,5,5271,141
134,8,6,5491,141
135,8,7,5711,141
136,8,8,5052,141
137,8,9,5272,141
138,8,10,5492,141
139,8,11,5712,141
140,8,12,5053,141
141,8,13,5273,141
142,8,14,5493,141
143,8,15,5713,141
144,9,0,13658,141
145,9,1,13878,141
146,9,2,14098,141
147,9,3,14318,141
148,9,4,13659,141
149,9,5,13879,141
150,9,6,14099,141
151,9,7,14319,141
152,9,8,13660,141
153,9,9,13880,141
154,9,10,14100,141
155,9,11,14320,141
156,9,12,13661,141
157,9,13,13881,141
158,9,14,14101,141
159,9,15,14321,141
160,10,0,13682,141
161,10,1,13902,141
162,10,2,14122,141
163,10,3,14342,141
164,10,4,13683,141
165,10,5,13903,141
166,10,6,14123,141
167,10,7,14343,141
168,10,8,13684,141
169,10,9,13904,141
170,10,10,14124,141
171,10,11,14344,141
172,10,12,13685,141
173,10,13,13905,141
174,10,14,14125,141
175,10,15,14345,141
176,11,0,13706,141
177,11,1,13926,141
178,11,2,14146,141
179,11,3,14366,141
180,11,4,13707,141
181,11,5,13927,141
182,11,6,14147,141
183,11,7,14367,141
184,11,8,13708,141
185,11,9,13928,141
186,11,10,14148,141
187,11,11,14368,141
188,11,12,13709,141
189,11,13,13929,141
190,11,14,14149,141
191,11,15,14369,141
192,12,0,13730,141
193,12,1,13950,141
194,12,2,14170,141
195,12,3,14390,141
196,12,4,13731,141
197,12,5,13951,141
198,12,6,14171,141
199,12,7,14391,141
200,12,8,13732,141
201,12,9,13952,141
202,12,10,14172,141
203,12,11,14392,141
204,12,12,13733,141
205,12,13,13953,141
206,12,14,14173,141
207,12,15,14393,141
208,13,0,13754,141
209,13,1,13974,141
210,13,2,14194,141
211,13,3,14414,141
212,13,4,13755,141
213,13,5,13975,141
214,13,6,14195,141
215,13,7,14415,141
216,13,8,13756,141
217,13,9,13976,141
218,13,10,14196,141
219,13,11,14416,141
220,13,12,13757,141
221,13,13,13977,141
222,13,14,14197,141
223,13,15,14417,141
224,14,0,13778,141
225,14,1,13998,141
226,14,2,14218,141
227,14,3,14438,141
228,14,4,13779,141
229,14,5,13999,141
230,14,6,14219,141
231,14,7,14439,141
232,14,8,13780,141
233,14,9,14000,141
234,14,10,14220,141
235,14,11,14440,141
236,14,12,13781,141
237,14,13,14001,141
238,14,14,14221,141
239,14,15,14441,141
240,15,0,13802,141
241,15,1,14022,141
242,15,2,14242,141
243,15,3,14462,141
244,15,4,13803,141
245,15,5,14023,141
246,15,6,14243,141
247,15,7,14463,141
248,15,8,13804,141
249,15,9,14024,141
250,15,10,14244,141
251,15,11,14464,141
252,15,12,13805,141
253,15,13,14025,141
254,15,14,14245,141
255,15,15,14465,141
256,16,0,13826,141
257,16,1,14046,141
258,16,2,14266,141
259,16,3,14486,141
260,16,4,13827,141
261,16,5,14047,141
262,16,6,14267,141
263,16,7,14487,141
264,16,8,13828,141
265,16,9,14048,141
266,16,10,14268,141
267,16,11,14488,141
268,16,12,13829,141
269,16,13,14049,141
270,16,14,14269,141
271,16,15,14489,141
272,17,0,13850,141
273,17,1,14070,141
274,17,2,14290,141
275,17,3,14510,141
276,17,4,13851,141
277,17,5,14071,141
278,17,6,14291,141
279,17,7,14511,141
280,17,8,13852,141
281,17,9,14072,141
282,17,10,14292,141
283,17,11,14512,141
284,17,12,13853,141
285,17,13,14073,141
286,17,14,14293,141
287,17,15,14513,141
288,18,0,22458,141
289,18,1,22678,141
290,18,2,22898,141
291,18,3,23118,141
292,18,4,22459,141
293,18,5,22679,141
294,18,6,22899,141
295,18,7,23119,141
296,18,8,22460,141
297,18,9,22680,141
298,18,10,22900,141
299,18,11,23120,141
300,18,12,22461,141
301,18,13,22681,141
302,18,14,22901,141
303,18,15,23121,141
304,19,0,22482,141
305,19,1,22702,141
306,19,2,22922,141
307,19,3,23142,141
308,19,4,22483,141
309,19,5,22703,141
310,19,6,22923,141
311,19,7,23143,141
312,19,8,22484,141
313,19,9,22704,141
314,19,10,22924,141
315,19,11,23144,141
316,19,12,22485,141
317,19,13,22705,141
318,19,14,22925,141
319,19,15,23145,141
320,20,0,22506,141
321,20,1,22726,141
322,20,2,22946,141
323,20,3,23166,141
324,20,4,22507,141
325,20,5,22727,141
326,20,6,22947,141
327,20,7,23167,141
328,20,8,22508,141
329,20,9,22728,141
330,20,10,22948,141
331,20,11,23168,141
332,20,12,22509,141
333,20,13,22729,141
334,20,14,22949,141
335,20,15,23169,141
336,21,0,22530,141
337,21,1,22750,141
338,21,2,22970,141
339,21,3,23190,141
340,21,4,22531,141
341,21,5,22751,141
342,21,6,22971,141
343,21,7,23191,141
344,21,8,22532,141
345,21,9,22752,141
346,21,10,22972,141
347,21,11,23192,141
348,21,12,22533,141
349,21,13,22753,141
350,21,14,22973,141
351,21,15,23193,141
352,22,0,22554,141
353,22,1,22774,141
354,22,2,22994,141
355,22,3,23214,141
356,22,4,22555,141
357,22,5,22775,141
358,22,6,22995,141
359,22,7,23215,141
360,22,8,22556,141
361,22,9,22776,141
362,22,10,22996,141
363,22,11,23216,141
364,22,12,22557,141
365,22,13,22777,141
366,22,14,22997,141
367,22,15,23217,141
368,23,0,22578,141
369,23,1,22798,141
370,23,2,23018,141
371,23,3,23238,141
372,23,4,22579,141
373,23,5,22799,141
374,23,6,23019,141
375,23,7,23239,141
376,23,8,22580,141
377,23,9,22800,141
378,23,10,23020,141
379,23,11,23240,141
380,23,12,22581,141
381,23,13,22801,141
382,23,14,23021,141
383,23,15,23241,141
384,24,0,22602,141
385,24,1,22822,141
386,24,2,23042,141
387,24,3,23262,141
388,24,4,22603,141
389,24,5,22823,141
390,24,6,23043,141
391,24,7,23263,141
392,24,8,22604,141
393,24,9,22824,141
394,24,10,23044,141
395,24,11,23264,141
396,24,12,22605,141
397,24,13,22825,141
398,24,14,23045,141
399,24,15,23265,141
400,25,0,22626,141
401,25,1,22846,141
402,25,2,23066,141
403,25,3,23286,141
404,25,4,22627,141
405,25,5,22847,141
406,25,6,23067,141
407,25,7,23287,141
408,25,8,22628,141
409,25,9,22848,141
410,25,10,23068,141
411,25,11,23288,141
412,25,12,22629,141
413,25,13,22849,141
414,25,14,23069,141
415,25,15,23289,141
416,26,0,22650,141
417,26,1,22870,141
418,26,2,23090,141
419,26,3,23310,141
420,26,4,22651,141
421,26,5,22871,141
422,26,6,23091,141
423,26,7,23311,141
424,26,8,22652,141
425,26,9,22872,141
426,26,10,23092,141
427,26,11,23312,141
428,26,12,22653,141
429,26,13,22873,141
430,26,14,23093,141
431,26,15,23313,141
