,tile,el_i_in_tile,el,config
0,0,0,2204,62
1,0,1,2424,62
2,0,2,2644,62
3,0,3,2864,62
4,0,4,2205,62
5,0,5,2425,62
6,0,6,2645,62
7,0,7,2865,62
8,0,8,2206,62
9,0,9,2426,62
10,0,10,2646,62
11,0,11,2866,62
12,0,12,2207,62
13,0,13,2427,62
14,0,14,2647,62
15,0,15,2867,62
16,1,0,2228,62
17,1,1,2448,62
18,1,2,2668,62
19,1,3,2888,62
20,1,4,2229,62
21,1,5,2449,62
22,1,6,2669,62
23,1,7,2889,62
24,1,8,2230,62
25,1,9,2450,62
26,1,10,2670,62
27,1,11,2890,62
28,1,12,2231,62
29,1,13,2451,62
30,1,14,2671,62
31,1,15,2891,62
32,2,0,2252,62
33,2,1,2472,62
34,2,2,2692,62
35,2,3,2912,62
36,2,4,2253,62
37,2,5,2473,62
38,2,6,2693,62
39,2,7,2913,62
40,2,8,2254,62
41,2,9,2474,62
42,2,10,2694,62
43,2,11,2914,62
44,2,12,2255,62
45,2,13,2475,62
46,2,14,2695,62
47,2,15,2915,62
48,3,0,2276,62
49,3,1,2496,62
50,3,2,2716,62
51,3,3,2936,62
52,3,4,2277,62
53,3,5,2497,62
54,3,6,2717,62
55,3,7,2937,62
56,3,8,2278,62
57,3,9,2498,62
58,3,10,2718,62
59,3,11,2938,62
60,3,12,2279,62
61,3,13,2499,62
62,3,14,2719,62
63,3,15,2939,62
64,4,0,2300,62
65,4,1,2520,62
66,4,2,2740,62
67,4,3,2960,62
68,4,4,2301,62
69,4,5,2521,62
70,4,6,2741,62
71,4,7,2961,62
72,4,8,2302,62
73,4,9,2522,62
74,4,10,2742,62
75,4,11,2962,62
76,4,12,2303,62
77,4,13,2523,62
78,4,14,2743,62
79,4,15,2963,62
80,5,0,2324,62
81,5,1,2544,62
82,5,2,2764,62
83,5,3,2984,62
84,5,4,2325,62
85,5,5,2545,62
86,5,6,2765,62
87,5,7,2985,62
88,5,8,2326,62
89,5,9,2546,62
90,5,10,2766,62
91,5,11,2986,62
92,5,12,2327,62
93,5,13,2547,62
94,5,14,2767,62
95,5,15,2987,62
96,6,0,2348,62
97,6,1,2568,62
98,6,2,2788,62
99,6,3,3008,62
100,6,4,2349,62
101,6,5,2569,62
102,6,6,2789,62
103,6,7,3009,62
104,6,8,2350,62
105,6,9,2570,62
106,6,10,2790,62
107,6,11,3010,62
108,6,12,2351,62
109,6,13,2571,62
110,6,14,2791,62
111,6,15,3011,62
112,7,0,2372,62
113,7,1,2592,62
114,7,2,2812,62
115,7,3,3032,62
116,7,4,2373,62
117,7,5,2593,62
118,7,6,2813,62
119,7,7,3033,62
120,7,8,2374,62
121,7,9,2594,62
122,7,10,2814,62
123,7,11,3034,62
124,7,12,2375,62
125,7,13,2595,62
126,7,14,2815,62
127,7,15,3035,62
128,8,0,2396,62
129,8,1,2616,62
130,8,2,2836,62
131,8,3,3056,62
132,8,4,2397,62
133,8,5,2617,62
134,8,6,2837,62
135,8,7,3057,62
136,8,8,2398,62
137,8,9,2618,62
138,8,10,2838,62
139,8,11,3058,62
140,8,12,2399,62
141,8,13,2619,62
142,8,14,2839,62
143,8,15,3059,62
144,9,0,11004,62
145,9,1,11224,62
146,9,2,11444,62
147,9,3,11664,62
148,9,4,11005,62
149,9,5,11225,62
150,9,6,11445,62
151,9,7,11665,62
152,9,8,11006,62
153,9,9,11226,62
154,9,10,11446,62
155,9,11,11666,62
156,9,12,11007,62
157,9,13,11227,62
158,9,14,11447,62
159,9,15,11667,62
160,10,0,11028,62
161,10,1,11248,62
162,10,2,11468,62
163,10,3,11688,62
164,10,4,11029,62
165,10,5,11249,62
166,10,6,11469,62
167,10,7,11689,62
168,10,8,11030,62
169,10,9,11250,62
170,10,10,11470,62
171,10,11,11690,62
172,10,12,11031,62
173,10,13,11251,62
174,10,14,11471,62
175,10,15,11691,62
176,11,0,11052,62
177,11,1,11272,62
178,11,2,11492,62
179,11,3,11712,62
180,11,4,11053,62
181,11,5,11273,62
182,11,6,11493,62
183,11,7,11713,62
184,11,8,11054,62
185,11,9,11274,62
186,11,10,11494,62
187,11,11,11714,62
188,11,12,11055,62
189,11,13,11275,62
190,11,14,11495,62
191,11,15,11715,62
192,12,0,11076,62
193,12,1,11296,62
194,12,2,11516,62
195,12,3,11736,62
196,12,4,11077,62
197,12,5,11297,62
198,12,6,11517,62
199,12,7,11737,62
200,12,8,11078,62
201,12,9,11298,62
202,12,10,11518,62
203,12,11,11738,62
204,12,12,11079,62
205,12,13,11299,62
206,12,14,11519,62
207,12,15,11739,62
208,13,0,11100,62
209,13,1,11320,62
210,13,2,11540,62
211,13,3,11760,62
212,13,4,11101,62
213,13,5,11321,62
214,13,6,11541,62
215,13,7,11761,62
216,13,8,11102,62
217,13,9,11322,62
218,13,10,11542,62
219,13,11,11762,62
220,13,12,11103,62
221,13,13,11323,62
222,13,14,11543,62
223,13,15,11763,62
224,14,0,11124,62
225,14,1,11344,62
226,14,2,11564,62
227,14,3,11784,62
228,14,4,11125,62
229,14,5,11345,62
230,14,6,11565,62
231,14,7,11785,62
232,14,8,11126,62
233,14,9,11346,62
234,14,10,11566,62
235,14,11,11786,62
236,14,12,11127,62
237,14,13,11347,62
238,14,14,11567,62
239,14,15,11787,62
240,15,0,11148,62
241,15,1,11368,62
242,15,2,11588,62
243,15,3,11808,62
244,15,4,11149,62
245,15,5,11369,62
246,15,6,11589,62
247,15,7,11809,62
248,15,8,11150,62
249,15,9,11370,62
250,15,10,11590,62
251,15,11,11810,62
252,15,12,11151,62
253,15,13,11371,62
254,15,14,11591,62
255,15,15,11811,62
256,16,0,11172,62
257,16,1,11392,62
258,16,2,11612,62
259,16,3,11832,62
260,16,4,11173,62
261,16,5,11393,62
262,16,6,11613,62
263,16,7,11833,62
264,16,8,11174,62
265,16,9,11394,62
266,16,10,11614,62
267,16,11,11834,62
268,16,12,11175,62
269,16,13,11395,62
270,16,14,11615,62
271,16,15,11835,62
272,17,0,11196,62
273,17,1,11416,62
274,17,2,11636,62
275,17,3,11856,62
276,17,4,11197,62
277,17,5,11417,62
278,17,6,11637,62
279,17,7,11857,62
280,17,8,11198,62
281,17,9,11418,62
282,17,10,11638,62
283,17,11,11858,62
284,17,12,11199,62
285,17,13,11419,62
286,17,14,11639,62
287,17,15,11859,62
288,18,0,19804,62
289,18,1,20024,62
290,18,2,20244,62
291,18,3,20464,62
292,18,4,19805,62
293,18,5,20025,62
294,18,6,20245,62
295,18,7,20465,62
296,18,8,19806,62
297,18,9,20026,62
298,18,10,20246,62
299,18,11,20466,62
300,18,12,19807,62
301,18,13,20027,62
302,18,14,20247,62
303,18,15,20467,62
304,19,0,19828,62
305,19,1,20048,62
306,19,2,20268,62
307,19,3,20488,62
308,19,4,19829,62
309,19,5,20049,62
310,19,6,20269,62
311,19,7,20489,62
312,19,8,19830,62
313,19,9,20050,62
314,19,10,20270,62
315,19,11,20490,62
316,19,12,19831,62
317,19,13,20051,62
318,19,14,20271,62
319,19,15,20491,62
320,20,0,19852,62
321,20,1,20072,62
322,20,2,20292,62
323,20,3,20512,62
324,20,4,19853,62
325,20,5,20073,62
326,20,6,20293,62
327,20,7,20513,62
328,20,8,19854,62
329,20,9,20074,62
330,20,10,20294,62
331,20,11,20514,62
332,20,12,19855,62
333,20,13,20075,62
334,20,14,20295,62
335,20,15,20515,62
336,21,0,19876,62
337,21,1,20096,62
338,21,2,20316,62
339,21,3,20536,62
340,21,4,19877,62
341,21,5,20097,62
342,21,6,20317,62
343,21,7,20537,62
344,21,8,19878,62
345,21,9,20098,62
346,21,10,20318,62
347,21,11,20538,62
348,21,12,19879,62
349,21,13,20099,62
350,21,14,20319,62
351,21,15,20539,62
352,22,0,19900,62
353,22,1,20120,62
354,22,2,20340,62
355,22,3,20560,62
356,22,4,19901,62
357,22,5,20121,62
358,22,6,20341,62
359,22,7,20561,62
360,22,8,19902,62
361,22,9,20122,62
362,22,10,20342,62
363,22,11,20562,62
364,22,12,19903,62
365,22,13,20123,62
366,22,14,20343,62
367,22,15,20563,62
368,23,0,19924,62
369,23,1,20144,62
370,23,2,20364,62
371,23,3,20584,62
372,23,4,19925,62
373,23,5,20145,62
374,23,6,20365,62
375,23,7,20585,62
376,23,8,19926,62
377,23,9,20146,62
378,23,10,20366,62
379,23,11,20586,62
380,23,12,19927,62
381,23,13,20147,62
382,23,14,20367,62
383,23,15,20587,62
384,24,0,19948,62
385,24,1,20168,62
386,24,2,20388,62
387,24,3,20608,62
388,24,4,19949,62
389,24,5,20169,62
390,24,6,20389,62
391,24,7,20609,62
392,24,8,19950,62
393,24,9,20170,62
394,24,10,20390,62
395,24,11,20610,62
396,24,12,19951,62
397,24,13,20171,62
398,24,14,20391,62
399,24,15,20611,62
400,25,0,19972,62
401,25,1,20192,62
402,25,2,20412,62
403,25,3,20632,62
404,25,4,19973,62
405,25,5,20193,62
406,25,6,20413,62
407,25,7,20633,62
408,25,8,19974,62
409,25,9,20194,62
410,25,10,20414,62
411,25,11,20634,62
412,25,12,19975,62
413,25,13,20195,62
414,25,14,20415,62
415,25,15,20635,62
416,26,0,19996,62
417,26,1,20216,62
418,26,2,20436,62
419,26,3,20656,62
420,26,4,19997,62
421,26,5,20217,62
422,26,6,20437,62
423,26,7,20657,62
424,26,8,19998,62
425,26,9,20218,62
426,26,10,20438,62
427,26,11,20658,62
428,26,12,19999,62
